stage,epidermis,eye,glial,mesenchyme,neural,otic,periderm,pronephros,spinal.cord
 24-34,0,0,0,0.64,1.86,0,0,0,1.36
 36-46,0,0,0,0,10.11,0.69,0,0,0
 48-58,0,4.75,0,0,11.38,0,0,0,1.2
 60-70,0,10.82,0,1.07,0,0,0,0,1.9
 72-82,5.38,0,0,0,1.07,1.64,0,0,0
 84-94,0,5.95,0,2.8,7.15,0,0,0,0
 96-106,0,0,0,0,2.01,0,3.16,0,0
108-118,0,0,2.48,0,0.7,0,0,0,0
120,0,8.89,0,0,0,0,0,1.22,0
