stage,epidermis,glial,mesenchyme,muscle,neural,spinal_cord,vasculature,visceral_smooth_muscle
 10-12,0,0,0,0,8.08,0,0,0
 14-21,0,0,0,0,1.14,0,0,0
 24-34,0,0,0,0,1.89,0,1.98,0
 36-46,0,0,0,0,0.9,0,0,0
 48-58,0,0,0,0,6.41,0,0,0
 60-70,1.16,1.13,3.39,0,10.31,3.47,0,0
 72-82,0,0,0,0,9.6,1.62,0,0
 84-94,0,0,8.64,0,5.9,0,0,0
 96-106,0,0,0,0,1.36,0,0,0
108-118,0,0,5.39,0.41,1.29,0.55,0,0
120,0,0,0,0,10.93,0,0,1.99
