stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22.07,675.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.69,0,0,0,0,0,0,0,0,0,0
  5-6,6.56,119.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0,0,0,0,0,13.79,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06,10.1,0,0,16.37,0,3.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.65,0,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.04,6.15,0,0,20.8,0,6.84,0,6.12,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.85,4.18,2.02,0,3.67,0,0,0,0,2.31,0,0,0,0.81,0,0,0,0,1.44,0,0,0,19.61,0,0.84,0,0,0,2.76,0.81,0,1.38,2.68,4.56,0,0,0,0,0
 24-34,0,0,0,0,8.48,0.95,0,6.49,0.72,1.45,0,3.91,1.08,0,3.27,1.47,2,0.92,0,0,0.65,9.2,0,0,7.97,128.19,3.3,6.8,1.53,0,0,18.2,0,1.13,0,0,25.96,0,0,0.9,0,4.08
 36-46,0,0,0,0,5.04,1.39,0,18.4,0.68,0,1.67,3.69,0,0,1.7,0,0,0.57,1.38,0,4.72,20.07,0.63,0,3.81,206.64,7.05,3.39,0,0,0,34.27,0,0,0,0,53.69,0,0,1.36,0,0
 48-58,0,0,0.46,0,2.67,0.41,0,62.52,0.9,0,0,15.53,0,0,0.48,2.34,0,0.98,0.53,0,4.8,17.2,0,1.18,2,291.25,0.38,4.18,1.13,0,0,19.6,0,0.47,0,0,45.4,0,0,2.01,0.78,10.74
 60-70,0,0,1.71,0,5.58,1.86,0,116.57,0,0.91,0,31.35,0.63,0,0,1.75,4.46,0,0,0,0,55.12,0,0,2.81,280.35,0,1.8,0.87,0,0,8.53,0,0,0,0,73.23,0,0,3.18,0,13.58
 72-82,0,0,0.87,0,3.32,3.23,0,229.94,0,0,4.19,33.73,4.61,0.52,0,4.19,0,4.71,5.26,0,3.31,79.05,0,3.14,2.25,438.08,0,3.66,5.61,0,0,22.19,0,0,0,0,46.92,2.12,1.56,4.78,1.15,2.1
 84-94,0,0,3.72,0,2.65,24.26,0,118.77,0,4.15,0,32.2,2.25,0,0.98,6.06,1.32,0,4.09,0,1.51,86.93,0.65,3.14,4.11,232.93,4.57,11.29,8.74,0,0,35.97,0,0,0.59,0,11.82,0,1.65,2.78,0,9.51
 96-106,0,0,0.87,0,8.44,11.74,0,154.55,0.95,0,1.54,55,3.02,0,0.68,2.83,1.82,3.09,3.87,1.69,0.77,85.69,0.69,1.9,3.12,274.74,0.61,10.27,6.71,0,4.75,38.3,0,4.3,0,0,2.94,0,2.03,9.93,2.26,0.9
108-118,0,0,1.12,0,15.56,13.16,7.77,119.76,0,0.46,0.45,26.91,3.36,0,1.25,2.86,2.32,5.77,2.52,0,0,77.42,1.09,0.5,5.13,228.99,0.51,7.12,7.27,0,1.32,24.62,0,0,0,0,17.56,0,5.83,9.39,5.55,0
120,0,0,1.73,0,8.8,5.67,1.89,70.59,0,2.75,6.63,49.7,7.31,0,0,5.23,1.36,0,6.51,0,0,53.23,0,0,1.9,256.02,5.7,12.67,16.1,0,0,7.68,0,0,0,0,9.95,0,4.12,17.58,2.94,4.69
