stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,119.27,3223.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.92,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.29,1513.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.49,43.41,0,0,15.92,0,15.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,63.18,73.47,0,87.77,0,6.96,108.1,0,0,0,0,0,61.25,0,0,0,0,0,0,0,0,0,0,0,1216.49,35.66,0,0,496.7,0,3.92,25.27,0,0,0,0,0,0,0,0,0,0
 10-12,0,38.65,0,75.75,0,16.17,159.45,0,0,0,0,0,31.6,0,0,0,0,0,3.73,0,0,0,0,0,2009.62,65.39,0,0,437.19,0,0,3.03,0,85.57,0,0,10.64,0,0,0,0,0
 14-21,0,0,0,2.17,42.88,24.74,19.55,0,0,0,7.05,4.21,0,0,0,4.23,0,0,0,0,29.61,0,0,17.49,465.95,7.05,4.39,5.01,6.6,0,8.07,0,48.79,7.19,0.81,31.14,131.01,0,0,5.69,0,0.85
 24-34,0,0,0,0,21.16,3.77,132.91,0,0.7,0.69,23.38,2.19,0,2.98,1.34,1.33,1.32,0.86,5.06,0,80.42,1.24,0,26.78,1037.3,0.66,6.9,8.24,0,0,26.7,0,0,0,0,5.73,194.89,0,0,17.74,0,6.07
 36-46,0,0,0,0,10.72,5.23,473.01,0,0,0,19.25,2.17,0,3.22,10.01,1.43,1.76,0,0,0,70.53,0,2,17.92,935.78,0,3.98,1.15,0,0,25.12,0,1.63,0.62,0,0,163.87,0,0,7.57,0,9.28
 48-58,0,0,0,0,7.33,1.75,633.66,0,0.85,6.25,36.34,0,0,2.16,2.14,0,1.23,0.45,0,0.41,95.92,0.42,5.73,17.73,474.51,0,2.76,0.83,0,0,9.02,0,0,0.61,0,0,52.92,0,0,8.17,0,0.84
 60-70,0,0,0,0,19.58,1.65,429.95,0,1.65,6.96,42.21,2.4,0,0,7.52,5.28,0,2.2,1.49,0,77.36,1.09,3.26,7.53,225.33,0.96,1.02,1.62,0,2.26,11.55,0,0,0,0,0,39.3,0,0,10.09,2.04,0
 72-82,0,0,0.79,0,11.46,3.54,176.84,0.55,0,2.78,59.69,1.55,0,2.27,1.72,0,0,1.41,0.88,0,116.01,0.58,4.22,8.15,168.48,0,2.07,2.1,0,0.72,7.4,0,0,0,0,0,7.61,1.69,0,16.38,1.91,1.1
 84-94,0,0,2.36,0,21.31,9.31,97.48,0,0,1.38,31.46,5.74,0,6.48,4.53,3.87,7.71,1.3,0,0,117.47,0,10.28,10.69,110.75,0,0,4.43,0,0.6,18.98,0,0,0.66,0,0,1.77,0,0,4.98,0.77,4.46
 96-106,0,0,0,0,17.51,11.04,96.74,1.88,1.95,9.96,47.54,2.61,0,1.9,11.6,0.66,5.68,2.52,4.96,0,145.77,0,2.41,4.21,149.22,3.25,1.15,1.99,0,8.13,14.8,0,0,0,0,0,3.35,5.31,1.26,17.5,1.71,1.85
108-118,0,0,0,0.49,17.32,18.73,102.27,0.89,4.58,4.74,61.2,4.47,0,4.69,12.62,1.42,10.11,2.27,0.56,2.58,84.89,0,1.06,13.6,184.37,2.75,4.53,10.41,0,2.92,24.45,0,0,0.55,1.52,0,2.43,2.27,7.62,15.5,0,1.29
120,0,0,0,4.41,21.35,5.2,139.48,0,0,0,45.94,5.09,0,8.33,13.71,0,0,0,0,0,47,1.65,2.08,15.77,116.49,5.92,11.8,10.05,0,0,15.39,0,0,2.89,0,0,6.41,1.1,0,14.62,1.93,0
