stage,blastomeres,eye,neural
  3-4,25.45,0,0
 10-12,0,0,6.33
 24-34,0,10.94,0
 36-46,0,8.59,0
 60-70,0,8.21,0
 72-82,0,4.36,0
 84-94,0,3.08,0.64
108-118,0,3.53,0
120,0,5.38,0
