stage,epidermis,eye,fin.epithelia,fin.mesenchyme,glial,ionocyte,iridophores,mesenchyme,muscle,neural,otic,periderm,presomitic.mesoderm,spinal.cord
 14-21,0,0.9,0,0,0,0,0,0,0,0.81,0,1.31,0.89,1.13
 24-34,0,0,0,0,0,0.63,0,0,0.61,0.67,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0.58,2.03,0.82,0,0,0
 48-58,0.39,0,0,0.57,2.2,0,0,0.81,1.46,1.79,0,0,0,0.95
 60-70,0,1.51,0,0,1.18,0,0,0.79,0,0,0,0,0,0
 72-82,0,0,0,0,1.45,0,0,1.18,0,0.92,0,2.11,0,0
 84-94,0,0,0,0,0,0,1.02,0,0,11.54,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0
108-118,0.63,0.44,0.74,0,0.86,0,0,2.33,0,0,0,0.47,0,0
