stage,epidermis,eye,glial,neural,otic,somites,spinal.cord,vasculature
 14-21,1.13,0,0,0,0,0,0,0
 24-34,0,0,0,5.27,0,0.62,0,0
 36-46,0,0,0,2.25,0,0,2.11,0
 48-58,0,7.66,0,2.01,0,0,0.42,0
 60-70,0.63,19.07,0,0,0,0,0,0
 72-82,0.54,18.09,0,0,0,0,0,0
 84-94,0,67.34,0,0,0,0,0,0.8
 96-106,0,58.52,0,0,0,0,0,0
108-118,0,60.02,2.05,0,0,0,0,0
120,0,15.56,0,0,1.47,0,0,0
