stage,eye,glial,immune,liver,neural,vascular.smooth.muscle
  7-9,4.18,0,0,0,0,0
 36-46,0,0,3.15,5.07,0,0
 48-58,0,0,5.02,0,0,0.79
 60-70,0,0,4.73,0,0,0
 72-82,0,0,18.89,0,0,0
 84-94,0,0,7.8,0,0,0
 96-106,0,0,8.26,0,0,0
108-118,0,2.05,18.65,0,0.82,0
120,0,0,6.95,0,0,0
