stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,20.51,307.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.89,550.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,0,17.14,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.04,0,12.67,0,0,0,45.36,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,265.03,47.01,0,0,227.22,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.99,0,67.09,0,7.97,0,68.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.99,36.63,0,0,202.81,0,4.05,15.29,0,39.41,0,0,0,0,0,0,0
 14-21,0,1.92,0,0,71.82,878.67,0,28.31,0,0,0,5.27,1.11,1.34,55.23,0,0,0,0.92,0,0,15.33,0,0,21.05,497.27,5.81,0,3.75,12.4,0,4,0,22.14,1.37,5.74,17.35,165.36,0,1758.39,0,0
 24-34,0,0,0,0,12.24,117.73,0,172.74,0,0,0,12.96,0,0,85.98,0,2.85,0,0,10.67,0.77,20.59,0,0,3.68,429.3,2.13,1.38,0.72,0,0,6.18,0,0,0,0,3.09,111.1,0,5961.18,0,0.89
 36-46,0,0,0,0,19.65,22.1,0,2024.59,0,0.8,0,70.43,0,0,52.86,0,0,0.74,0.72,0,0,37.13,0,0.6,13.04,937.19,2.8,6.97,0,0,6.77,1.45,0,0,0.59,0,0,253.91,0.85,3786.77,0,1.13
 48-58,0,0,0,0,14.12,12.19,0,3467.75,0.48,2.05,1.8,164.86,0,0,115.09,2.91,0,4.61,0.56,0,0,61.89,0.74,11.59,15.05,857.61,2.25,4.34,1.53,0,0,3.07,0,0,0.61,0,0,183.85,0,2697.6,0,11.57
 60-70,10.09,0,0,0,10.87,5.79,0,2893.81,0,0,9.82,912.92,0,0,78.26,2.38,0,0,6.53,5.1,0,61.47,0,12.7,1.43,581.13,0,0,5.81,0,0,6.78,0,0,0,0,0,56.48,0,2133.96,0,6.11
 72-82,0,0,0,0,13.03,11.81,0,1685.79,3,0.5,13.53,1041.64,1.1,0,47.62,2.69,0.55,4.38,0,0,0,114.21,0.57,3.25,3.16,560.45,0.73,3.93,3.11,0,1.43,3.35,0,0,0,0,0,79.29,5.43,2893.24,9.28,16.52
 84-94,0,0,1.15,0,47.29,0,0,1054.85,0,0,1.83,732.71,4.65,0,14.19,0,0,1.22,0,0,0,86.12,0,0,1.34,323.7,0,3.57,0,0,6.5,6.56,0,0,0,0,0,53.66,4.37,2647.43,4.54,0
 96-106,0,0,0,0,18.42,75.39,0,1120.4,2.02,1.01,10.5,837.81,4.65,0,68.13,1.8,0.8,0.58,2.15,8.92,0,186.07,0,0,5.17,394.92,0,0.89,0,0,9.1,17.62,0,0,0,0,0,31.58,0,3602.57,33.99,7.73
108-118,5.47,0,0,0,19.46,89.49,2.84,1129.9,0.43,7.09,7.4,649.04,1.2,0,27.68,2.26,0.46,0,1.34,17.89,0,171.79,0,0,3.13,475.51,0,4.48,2.83,0,2.18,0.6,0,0,4.63,0,0,8.91,0.57,2839.55,0.91,0
120,0,0,0,0,15.88,61.35,0,752,0,4,4.21,562,0,5.2,37.06,0,0,8.53,0,0,0,102.75,0,10.49,3.24,360.32,0,0,0,0,0,5.23,0,0,0,0,0,38.25,0,2448.41,0,8.45
