stage,axial,blastomeres,epidermis,eye,glial,mesenchyme,neural,somites,spinal.cord
  3-4,0,66.4,0,0,0,0,0,0,0
  5-6,10.06,22.92,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.46,0,0
 14-21,0,0,0,0,0,0,0,0.81,2.18
 24-34,0,0,0,0.61,0,0,3.9,0,0.78
 36-46,0,0,0,0,0,0.7,6.01,0,0
 48-58,0,0,0,1.3,0,0,7.44,0,0
 60-70,0,0,0,2.65,0,0,9.45,0,0
 72-82,0,0,0,0,0,0,9.09,0,2.38
 84-94,0,0,0.8,0,0,3.28,0.72,0,0
 96-106,0,0,0,0,0.96,1.91,3.83,0,0
108-118,0,0,0,0,0,0,8.99,0,0
