stage,blastomeres,eye,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord
  3-4,78.79,0,0,0,0,0,0
  5-6,64.32,0,0,0,0,0,0
 10-12,0,0,0,0,6.64,4.58,0
 14-21,0,0,0,0,4.55,0,0
 24-34,0,0,0.73,1.03,6.14,0,0
 36-46,0,0,0,0,5.43,0,1.46
 48-58,0,0.66,1.1,0,1.13,0,6.35
 60-70,0,0,0,0,1.06,0,1.25
 72-82,0,0,0,0,0.64,0,0
 96-106,0,0,0,0,2.35,0,0
