stage,epidermis,eye,glial,immune,mesenchyme,muscle,neural,periderm,spinal.cord,vasculature
 14-21,0.87,0,0,0,0.99,0.82,11.97,0,0,0
 24-34,0,0.6,0,0,0,0,2.33,2.46,1.35,0.61
 36-46,0,0,0,0,0,0,0,3.24,13.04,0
 48-58,0,0,0,0,0,0,1.24,0.43,1.4,0
 60-70,0,1.7,1.3,0,0,1.33,0,0.61,2,6.64
 72-82,0,1.55,1.42,0,0.58,0,1.16,4.47,0,0
 84-94,0,5.31,0,0,0,0,0,2.48,0,0
 96-106,0.77,14.26,4.14,0.58,0,0,1.68,3.28,0,0.6
108-118,0,7.54,0.7,0,0,0,0.72,5.14,0,0
120,0,0,11.11,0,0,1.91,0,2.32,0,7.85
