stage,eye,gut,heart,neural,spinal.cord,vasculature
 14-21,0,1,0,0,0,1.07
 24-34,1.4,0,0,0,0.74,0
 72-82,0,0,0,0,0,4.41
 84-94,0,0,1,0,0,0
 96-106,0,0,0,15.33,0,2.17
108-118,0,0,0,0,0,0.48
