stage,exocrine.pancreas,eye,fin.epithelia,glial,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,muscle,neural,notochord,otic,periderm,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,2.01,0
 48-58,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0
 72-82,20.63,0,0,0,0.79,0,0,0,2.08,0,1.43,0,0,0,0,1.14,0
 84-94,115.62,0,0,0,6.46,0,0,0,0,0,0,0,17.62,0,0,0.61,0
 96-106,173.17,0,0.56,0,0,0.73,0,0,0,0,0,0,7.89,0,0,5.43,0
108-118,389.24,28.41,0.56,12.72,0.49,0.78,5.53,1.01,2,0.6,10.88,0,24.74,0.47,0,5.09,9.9
120,432.7,19.65,0,0,0,0,0,0,0,0,3.87,4.89,14.15,0,0,0,0
