stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,14.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,108.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,14.21,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.11,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.24,0,0,0,4.59,0,0,10.74,12.48,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3.43,1.03,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.95,0,0,3.42,0,0,0,0,0,83.46,2.93,0,0,1.87,0,0,0,0,0,0
 24-34,0,0,0,0,0,0.67,0,3.04,0,1.73,0,0,0,0,0,0,0,0,0,0,0.62,0,1.29,0,1.68,35.38,0,0,4.65,0,0,503.28,0,0,0,0,6,0,0,0,0,0
 36-46,0,0,0,0.76,0.68,0,0,7.21,1.56,6.83,0,0,0,2.19,0,0,0,2.31,0,0,1.29,0.94,6.61,0,1.75,25.56,0,0,0.59,0,0,981.18,0,0,0,0,9.99,0,0,0,0,0
 48-58,0,0,0,0,15.66,0,0,36.76,0,39.5,0,1.87,0,0,0.83,0,2.85,0,0,0,3.05,11.22,20.66,0,2.69,101.31,17.05,1.1,0,0,0,2570.22,0,0,0,0,31.07,0,0,0,0,2.76
 60-70,0,0,0,0,60.47,0,0,30.86,0,74.92,5.18,7.45,0,1.71,0,0,20.26,0,0,0,0,13.92,5.3,0,1.23,64.46,0,0,0.65,0,0,3879.27,0,0,1.67,0,16.92,0,4.75,0.72,0,6.96
 72-82,0,0,0,0,192.78,1.56,0,93.46,0,76.25,4.73,10.78,3.74,0,2.72,0,53.48,0,0,0.82,0,37.43,32.78,1.13,2.47,145.28,1.52,0,2.8,0,0.77,4980.96,0,0,6.59,0,14.51,14.85,0,4.5,0,25.65
 84-94,0.62,0,0,0,597.03,18.01,0,90.87,0,363.32,0,10.94,14.18,0,1.52,3.54,218.49,0,0,0,0,31.67,109.63,0.57,4.36,142.48,0.91,0,5.44,0,0,17512.94,0,0,0.83,0,14.01,4.52,2.06,1.16,0.89,1.05
 96-106,0,0,1.43,0,770.4,71.17,1.59,237.5,3.25,398.3,10.68,57.09,13.94,0,3.48,15.71,246.71,16.47,5.84,27.17,0,80.96,164.06,4.98,2.24,414.68,2.59,5.94,6.85,0,0,17024.45,0,0,0.69,0,17.24,9.49,6.18,25.6,4.26,19.35
108-118,0,0,2.33,0,873.04,16.25,6.1,120.14,0.76,574.45,0.56,46.84,17.58,0,0,7.02,294.77,3.46,0.7,4.47,0,71.16,224.05,0.69,4.45,303.31,0.58,3.85,2.81,0,0,13198.93,0,0.42,0,0,9.93,12.07,2.39,2.78,8.31,8.9
120,0,0,0,0,509.27,12.07,1.14,46.29,0,245.74,2.89,15.53,5.77,0,0,4.32,93.91,0,2.98,0,0,52.13,77.34,0,2.85,155.9,0,0,4.8,0,0,5083.19,0,1.21,1.69,0,12.02,6.49,0,0,0,0
