stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,13.19,0,0,0,0,0,0,2.72,0,0.92,771.24,3.33,0,0,0,0,0
 24-34,0,0.83,2.06,1.88,51.95,4.97,0,130.48,8148.87,5.2,4.56,14.08,4.34,19.49,8.45,4.5,7.25,0.85,4.36,22.91,4.84,187.96,2.65,1.66,1914.09,2339.38,29.56,18.47,10.66,0,1.99,220.06,18.47,16.04,30.96,2547.2,244.26,0,0,87.7,0,5.69
 36-46,0,0,0,0,80.16,7.93,0,364.99,25186.8,7.94,2.4,97.48,0,1.6,4.72,16.28,6.58,4.16,2.02,32.1,22.11,242.48,4.73,1.12,2525.92,2630.96,37.77,16.02,13.4,14.18,0,214.77,0,21.76,74.1,882.16,478.96,0,0.85,78.9,0,76.65
 48-58,0,0,0,0,133.47,29.79,0,1632.25,26997.16,44.64,52.16,276.96,3.91,2.77,13.04,19.26,12.03,8.86,4.68,32.38,67.69,519.75,2.46,15.44,2221.34,4937.87,49.34,26.27,25.99,0,1.68,250.03,0,1.15,35.4,0,892.06,0,2.38,72.08,0,282.29
 60-70,0,0,0,0,261.88,32.3,0,2332.3,22676.64,53.3,12.61,407.79,23.36,0,7.82,27.25,9.32,11.44,25.66,44.19,25.04,608.62,15.65,51,3383.06,4031.96,52.29,10.63,18.57,3.24,1.53,256.93,0,8.06,18.85,0,553.13,1.61,12.6,71.79,0.73,218.07
 72-82,0,0,3.18,0.75,78.19,135.57,0,2427.48,15463.15,51.53,82.27,294.98,13.98,0,22.41,42.83,18.34,43.69,13.22,50.08,39.01,867.23,5.05,28.75,1800.44,3800.04,17.99,31.49,41.67,0,22.61,131.26,0,9.02,24.33,0,415.59,22.27,11.32,92.42,29.71,369.34
 84-94,0,0,12.55,0,243.89,547.5,12.02,2837.23,28923.15,44.25,46.47,447.18,32,0.91,13.59,108.3,20.32,37.13,24.66,44.33,87.46,1116.46,12.47,83.68,2682.8,4083.73,15.82,32.74,52.82,0,16.68,722.28,0,16.68,14.2,0,417.91,21.79,21.73,120.4,38.55,181.67
 96-106,0,0,22.38,1.03,704.97,1100.91,37.34,4451.2,35562.6,564.85,77.15,1123.13,116.16,0,31.46,178.2,65.24,90.54,49.4,513.04,33.68,2248.53,82.1,146.2,2776.73,5889.88,28.73,120.41,137.75,10.66,128.27,1084.04,0,9.08,58.15,0,301.42,39.6,87.27,334.17,67.05,383.4
108-118,0,0,6.55,0.49,268.24,243.85,75.41,2452.48,26491.72,49.76,58.64,633.52,68.79,0,9,69.13,23.3,90.06,18.33,245.67,48.6,1186.62,31.43,53.55,3652.78,3791.91,20.97,65.39,59.38,8.11,49.75,347.61,0,5.51,12.32,0,127.71,31.22,31.8,158.06,17.04,155.8
120,1.12,0,0,3.17,222.57,203.71,8.61,1565.04,18091.45,42,32.47,601.43,27.51,0,19.72,76.35,12.43,41.15,7.41,167.49,38.84,735.24,17.93,48.76,2499.64,3172.01,13.69,29.9,42.97,0,37.09,176,0,2.11,1.6,0,122.65,45.04,0,238.04,30.03,32.78
