stage,epidermis,eye,fast.muscle,glial,heart,immune,ionocyte,liver,mesenchyme,neural,notochord,otic,periderm,pronephros
  7-9,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0
 48-58,1.29,0,0.67,0,0,0,0,0,0,4.29,0,0,0,0
 60-70,0,1.1,0,1.52,0,0,0,0,0,0.91,0,0,2.88,0.73
 72-82,0,2.2,0,0,0,0,0,0,0.8,0,0,0,3.06,0
 84-94,0.6,0,0,0,0,0,0,4.41,0,2,0,0,9.44,0
 96-106,1.37,0,0,0,1,0.63,0,9.55,0,0.81,0,0,23.19,0
108-118,0,0,0,0,0,0,0.42,0,0,0,0.62,0,8.21,0
120,1.76,0,0,0,0,0,0,0,0,0,2.89,3.63,34.23,0
