stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,103.07,2581.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.94,0,0,0,0,0,0,0,0,0,0,0
  5-6,162.92,3364.16,0,0,0,0,0,0,0,0,0,0,42.32,0,0,0,0,0,0,0,0,0,0,0,201.07,0,0,0,25.87,0,56.41,0,0,0,0,0,0,0,0,0,0,0
  7-9,85.86,111.38,0,140.2,0,0,310.54,0,0,0,0,0,98.75,0,0,0,0,0,0,0,0,0,0,0,2778.07,127.75,0,0,1070.25,0,13.92,25.9,0,12.75,0,0,0,0,0,0,0,0
 10-12,0,108.24,0,213.11,0,23.21,270.3,0,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,0,0,2836.37,113.98,0,0,913.6,0,0,0,4.19,87.52,0,5.96,4.33,0,0,0,0,0
 14-21,0,8.65,0,4.07,135.66,38.58,53.61,0,0,0,22.47,7.84,1.41,2.9,2.27,6.74,0,0,0.86,0.88,78.27,0,0,47.6,1073.75,12.61,8.42,12.16,24.01,0,10.8,0,83.19,11.44,3.37,56.02,301.39,0,0,3.01,0,0.98
 24-34,0,0,1.36,5.79,55.25,6.23,194.73,0,10.86,1.99,46.05,2.92,0,4.33,1.85,3.7,1.54,4.71,9.05,6.38,192.25,1.32,1.21,68.95,2583.38,5.25,17.78,15.02,0,0,48.74,0,3.75,8,2.73,22.01,553.33,0,0,33.74,0,15.88
 36-46,0,0,0,0,39.33,14.72,339.83,0,7.3,7.02,101.03,0.72,0,2.78,5.36,12.07,0,2.77,1.3,0.85,185.68,1.95,0.71,44.96,2472.07,4.03,17.51,10.57,0,0,43.05,0,2.1,3.28,4.92,0,486.93,0,1.85,14.85,0,26.5
 48-58,0,0,0,0,57.24,3.21,587.76,0.44,18.82,6.13,190.81,0.38,1.64,10.16,8.26,5.67,13,3.06,3.26,4.75,242.43,0.49,8.65,38.65,2224.47,2.39,13.75,14.39,0,0,41.31,0,0,5.12,3.68,0,440.6,0,0.84,26.84,0,10.05
 60-70,0,0,0.62,0,67.07,3,638.84,6.96,6.23,15.99,113.31,4.3,0,0.88,33.43,0,2.13,8.66,0,1.46,292.04,2.63,7.32,17.33,1681.03,7.24,5.45,2.76,0,0,50.3,0,0,1.99,1.33,0,217.9,0,3.47,22.88,0,0
 72-82,0,0,3,0,32.83,24.39,520.71,1.84,3.2,8.59,123.25,3.19,0,2.71,7.41,3.51,1.79,6.71,3.17,9.79,245.46,2.04,12.28,24.92,1160.84,0,5.9,5.9,0,0.84,11.97,0,0,2.73,0,0,115.6,1.03,1.42,31.61,5.77,22.6
 84-94,0,0,1.9,0,55.37,17.28,452.48,1.99,7.63,9.09,145.02,22.16,0.86,3.31,10.98,12.94,13.94,11.72,0.96,4.78,211.88,4.16,17.56,22.92,819.57,0.94,14.5,12.86,0,2.48,51.42,0,0,4.65,0.57,0,74.68,5.99,7.6,29.42,8.45,0
 96-106,0,0,2.77,0,35.85,26.43,472.7,5.12,5.27,5.07,97.88,14.41,1.06,8.33,16.81,6.78,1.35,3.95,1.01,0.6,193.59,8.02,7.71,12.48,584.56,2.67,17.32,15.41,0,1.3,38.6,0,0,2.51,0,0,55.61,7.08,6.87,28.31,3.89,26.77
108-118,0,0,2.52,0,47.19,9.02,361.77,0,7.92,10.57,133.51,7.34,0,3.08,23.99,6.45,13.05,10.45,4.65,3.92,174.85,5.1,5.38,13.7,918.8,5.36,5.63,23.35,0,2.63,27.79,0,0,6.24,3.37,0,22.35,2.78,2.42,41.93,4.57,4.11
120,2.37,0,0,0,94.14,15.65,380.11,0,9.96,24.7,109.98,24.67,0,0,45.39,2.35,16.48,3.79,0,0,207.68,1.05,26.2,14.42,1277.36,1.1,21.43,23.79,0,18.18,24.37,0,0,5.6,0,0,77.95,4.63,0,82.21,7.51,0
