stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.39,160.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57,0,0,0,0,0,0,0,0,0,0
  5-6,0,79.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.89,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.76,193.26,0,0,397.83,0,0,0,36.67,0,172.3,4.54,0,0,0,0,0
 14-21,0,0,40.91,33.97,50.56,48.15,0,99.76,0,0,0,393.73,53.57,4.75,183.76,2.38,0,0,0,1.04,0.86,536.26,0,0,938.25,4581.56,3368.53,1.08,8.3,0,0,4.62,104.12,0,1030.54,1146.32,8870.3,0,0,0,0,9.68
 24-34,4.02,0.83,64.24,32.65,96.49,34.56,0,252.34,0,4.89,32.13,848.79,24.98,0,330.65,0,3.9,2.18,1.53,1.27,0,2592.54,0,2.43,2827.86,13424.8,1003.44,16.6,25.59,0,0,44.18,8.06,12.3,14.7,52.51,11533.12,0,0,14.38,0,2.56
 36-46,25.37,0,22.79,5.02,43.03,2.58,0,241.67,2.73,0,76.47,1762.03,7.77,0,48.37,15.74,2.37,0,0.61,0,7,3880.86,0,11.63,1635.69,19470.09,580.29,30.19,14.09,0,0,83.1,22.21,9.15,0.64,0,10804.5,0,3.94,30.35,0,36.93
 48-58,0.77,0,11.15,5.27,53.4,5.02,0,712.05,0.42,9.83,216.32,2493.72,2.24,0.86,37.76,2.64,18.33,2.34,5.33,11.02,1.2,9141.77,6.82,77.63,1049.01,19209.57,166.83,7.18,44.95,0,6.25,38.56,0,0,1,0,9726.2,0,12.13,16.89,3.66,53.01
 60-70,0,0,8.62,2.79,35.4,10.99,0,533.83,0,7.24,363.6,2058.05,5.15,0,42.48,14.05,10.18,0,3.74,3.45,1.24,12789.84,0,116.24,746.65,10926.8,155.45,0.84,22.2,0,0,28.86,0,0,0.76,0,4365.69,0,66.41,15.01,92.71,59.22
 72-82,0,0,15.51,0,36.37,27.52,2.19,620.08,0.7,2.47,367.52,1533.52,22.05,0,6.15,3.08,4.62,4.46,0,5.18,0.85,13648.44,3.72,63.79,555.58,5919.1,0.5,3.87,87.14,0,18.14,7.93,0,0,0,0,1236.9,2.92,83.76,8.83,183.03,18.98
 84-94,5.55,0,4.17,0,81.15,24.12,6.51,908.2,0.8,37.76,311.86,1147.67,7.1,2.11,24.71,15.28,4.46,3.05,7.33,0,9.54,11305.97,0.86,112.49,461.05,4052.24,2.08,6.58,60.45,0,1.45,7.8,0,6.02,2.39,0,1099.23,4.18,75.46,13,153.34,32.24
 96-106,0,0,3.28,0,92.76,36.49,10.13,406.95,15.75,3.43,275.02,498.38,9.79,0,3.28,8.22,4.27,0.75,0.94,32.97,8.3,6793.7,0,36.1,311.31,2445.23,5.64,4.37,41.35,0,9.5,5.72,0,0.89,0.98,0,292.9,7.09,16.11,3.85,151.34,15.36
108-118,0,0,3.7,0.49,22.81,11.67,0.72,241.42,0.44,8.12,176.63,448.21,11.39,0,4.91,15.02,2.32,8.8,1.24,11,0,5600.93,7.68,25.08,232.85,2288.79,32.55,5.22,61.99,0,25.17,3.63,0,0,0,0,168.93,0,22.14,16.72,140.05,26.8
120,0,0,0,0,67.79,2.16,0,230.49,0,3.32,82.59,503.13,16.14,0,3.65,3.3,5.12,0,13.22,0,0,3998.39,3.12,13.78,122.81,2072.01,0,1.45,29.18,0,0,3.18,0,0,0,0,120.73,6.94,2.68,1.65,99.51,0
