stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,849.43,14432.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.9,0,0,0,0,0,0,0,0,0,0,0
  5-6,432.33,5759.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.84,21.5,0,0,18.63,0,84.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,11.54,21.14,0,12.72,0,0,0,70.92,0,0,0,0,0,37.61,0,0,0,0,0,0,0,0,0,0,433.06,18.22,0,0,97.82,0,0,45.67,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.62,0,16.49,0,0,0,45.29,0,0,0,0,0,10.06,0,0,0,0,0,3.73,0,0,0,0,460.22,83.98,0,0,282.47,0,0,11.36,0,13.53,0,0,0,0,0,0,0,0
 14-21,0,0,8.28,8.84,22.09,16.41,0,15.63,0,0,0,7.85,0,0.85,0.89,0,0.97,0,0,0,4.06,0,0,8.16,426.35,8.53,9.93,2.88,0,0,3.11,9.89,24.56,5.13,4.73,41.83,126.81,0,0,1.76,0,0
 24-34,0,0,9.72,0.65,11.11,0,0,69.47,0,0,0,4.61,0,0,3.56,0.71,11.02,0.77,1.43,2.18,11.95,0.62,0,3.41,1994.23,3.03,95.45,16.77,0,0,5.06,0.98,0,3.11,1.59,2.94,394.17,0,0,21.87,0,0
 36-46,0,0,3.18,0,4.5,0,0,168.01,0,0,0.58,13.1,0,0,3.29,1.14,0.67,0,0,2.12,9.81,1.01,0,3.1,3389.23,0.6,109.13,2.37,0,0,26.21,2.59,0,6.08,0,0,477.58,0,0.62,19.58,0,0
 48-58,0,0,1.44,0,11.13,0,0,416.16,0,0,0,33.45,0,0,1.16,0,0.97,13.54,1.41,0,27.57,0,2.36,7.21,3386.03,2.02,61.61,10.03,0,0,7.57,0,0,1.23,0,0,468.35,0,0,4.16,0,2.33
 60-70,0,0,4.38,0,8.16,0,0,939.18,1.41,3.13,0,95.51,1.37,0,2.03,0,0,7.43,0,0,25.28,0,1.04,2.99,3789.68,1.37,47.8,16.42,0,0,4.21,0,0,5.75,3.03,0,469.57,4.81,0,13.73,0,0
 72-82,0,0,17.09,0,28.94,1.23,0,1678.29,0.59,1,5.96,151.88,9.36,0,9.22,2.62,2.77,1.98,1.8,7.74,55.28,0,0,4.33,3326.24,0.58,83.32,6.67,0,2.41,11.01,0,0,2.6,0,0,349.56,10.36,0.85,41.7,7.32,9.73
 84-94,0,0,12.75,0,27.62,0,0,1283.38,0,1.35,0.64,107.64,16.48,0,5.1,1.89,5.51,2.83,2.08,2.9,52.09,0,5.4,7.1,2436.1,2.41,49.76,4.9,0,0,18.29,0,0,0,1.3,0,211,37.35,2.18,47.99,1.13,0
 96-106,0,0,16.24,0,22.91,8.68,0.97,1214.47,0,2.39,9.58,78.15,27.28,0,1.74,3.18,2.03,0.76,4.17,18.57,54.18,3.31,2.09,0.59,1984.74,0,87.98,11.46,0,3.31,18.24,7.41,0,2.16,1.17,0,119.09,56.76,0.76,49.79,1.91,0
108-118,0,0,13.8,0.59,37.51,0,0,975.98,0.92,0,3.76,118.12,11.46,0,0,4.61,10.31,0.87,3.92,6.27,62.4,0,7.56,0.97,2752.04,1.02,80.23,4.42,0,0,15.41,0,0,2.35,1.48,0,71.64,68.87,1.53,48.49,1.93,1.09
120,0,0,10.93,0,54.07,0,0,642.38,0,0,0,129.62,18.12,0,8.98,8.79,2.51,2.22,8.04,0,108.51,0,0,12.49,3158.33,5.32,72.43,14.05,0,0,27.39,0,0,0,1.32,0,126.45,44.63,0,41.22,2.27,0
