stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,209.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.16,323.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,0,0,21.34,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.1,6.96,0,0,0,0,0,0,0,0,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,79.55,0,0,0,24.56,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.46,0,18.61,0,17.24,5.22,0,0,0,0,0,35.93,0,0,0,0,0,0,0,0,0,0,0,283.96,55.65,0,0,134.3,0,5.41,0,4.19,48.47,0,0,0,0,0,0,0,0
 14-21,0,0,0,9.04,296.19,45.1,29.32,0,4.72,0,3.45,10.74,9.36,4.72,0,0,0,0,2.94,2.79,119.18,0,0,62.05,456.53,10.44,2.58,6.39,12.74,0,0,0,91.4,4.82,27.85,81.54,116.25,0,0,5.19,0,0
 24-34,0.88,0,0,0.64,30.84,2.07,26.52,0,5.67,10.48,10.75,1.08,0,7.3,0,0,0,2.76,0.65,0.62,101.23,0,0,65.73,260.08,5.56,0.94,4.55,0,0,4.42,0,1.68,2.17,3.61,43.98,65.47,0,0,21.58,0,0
 36-46,0,0,0,0,15.18,1.84,16.13,0.76,19.12,11.74,27.5,0,0,8.18,0,0,0.74,0,1.94,0,218.82,0,1.42,47.45,234.84,0.57,0,7.13,0,0,4.87,0,0.9,0,1.13,0,40.37,0,0,10.5,0,0
 48-58,0,0,0,0,15.4,0,45.56,2.29,0.88,14.43,36.03,0,0,2.73,0.76,0,0,0,0,0,178.05,0,2.84,9.41,201.06,0,1.72,14.66,0,0,4.22,0,0,0.65,1.46,0,46.93,0,0.37,2.44,0.5,0
 60-70,0,0,0,0,13.9,9.91,67.31,0,0,23.73,7.01,0,0,0,0,0,0,0,0,0,215.15,0,0.82,9.05,165.39,0,0,13.07,0,0,11.08,0,0,0,0,0,24.72,0,10.49,2.71,2.49,0
 72-82,0,0,1.32,0,6.46,3.67,63.21,3.26,0,21.73,9.37,1.13,0,0,5.23,0.7,0,0.68,5.18,0,270.57,0.55,4.2,14.14,196.02,0,3.89,10.54,0,0,3.98,0,0,0.53,0,0,49.09,0,3.91,3.94,1.31,7.71
 84-94,0,0,0,0,17.95,6.56,52.19,2.48,5.68,8.19,6.04,2.45,0,0,2.6,0.68,0,0.69,0,6.85,265.63,0,14.05,12.6,130.35,0,1.22,28.44,0,1.66,1.54,0,0,0,0,0,37.98,7.6,10.61,3.76,2.96,0
 96-106,0,0,0,0,23.79,10.46,43.4,4.29,2.68,10.36,5.83,0,0,0,6.02,1.42,0,1.14,0,3.42,219.95,1.63,1.03,10.92,110.46,0,0,47.37,0,9.06,10.36,0,0,0.89,0,0,10.49,0.72,6.74,3.37,5.78,0
108-118,0,0,0,0,23.09,11.35,81.63,0.56,1.73,6.53,7,0,0,0,5.41,2.71,0.46,7.89,1.28,0.74,198.46,1.08,2.26,7.04,210.42,0,0.6,26.7,0,2.46,0.81,0,0,0,0.5,0,23.14,1.06,5.87,2.17,4.35,0
120,0,0,0,0,37.85,29.18,46.49,0,0,25.31,0,0,0,0,1.5,0,0,0,0,0,138.3,0,8.12,2.07,101.22,3.51,2.15,10.52,10.96,0,4.13,0,0,0,0,0,0,0,0,1.84,3.15,0
