stage,blastomeres,eye,glial,heart,immune,mesenchyme,muscle,neural,spinal.cord
  5-6,7.31,0,0,0,0,0,0,0,0
 14-21,0,0.87,0,0,0,0,0,0,0
 24-34,0,0.95,0,0,0,0.69,0,8.33,0
 36-46,0,0,0.99,0,0,0,0,6.31,1.47
 48-58,0,0.92,0,0,0,0,0,0.8,1.61
 60-70,0,0.72,0.88,0,0,0,0,1.95,0
 72-82,0,0,0,0.6,0.54,0,0,0,0
 84-94,0,0,0,0,0,0,0.78,0,0
