stage,endoderm,epidermis,eye,fin_epithelia,glial,gut,hatching_gland,ionocyte,mesenchyme,mucous,muscle,neural,olfactory,periderm,presomitic_mesoderm,somites,spinal_cord,vasculature,xanthophores
 14-21,0,18.69,0,0,0,0,0,0,1.07,10.96,0.87,6.2,0,2018.32,0.9,1.82,7.03,0,0
 24-34,0.75,40.19,2.75,0,2.2,2.2,9.43,1.79,5.35,36.29,2.95,30.14,0.73,2099.45,0,0.6,6.48,9.16,0.62
 36-46,1.45,1.53,0,1.42,0,2.65,0,0,0,3.23,0.95,4.11,0,183.81,0,0,0.78,1.78,0
 48-58,0,0,0,1.13,0,3.66,0,0,0,0,0,1.15,0,7.47,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,1.99,5.6,0,0.69,0,0,0,0,0
 72-82,0,0,0,1.57,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0.62,0,0,0,0,1.82,0,0,0,0,0
