stage,epidermis,erythrocytes,eye,gut,mesenchyme,neural,spinal.cord
 24-34,0,0,0,0,1.28,16.4,3.03
 36-46,0,0,0,0,0,24.12,0
 48-58,0,0,0,0,0,21.45,1.65
 60-70,0,0,2.75,0,0,52.84,2.16
 72-82,0,0,4.46,0,0,49.85,1.14
 84-94,0,4.99,0.99,0,0,7.9,1.42
 96-106,0,0,0,0,0,21.66,0
108-118,0,0,2.61,0,0,11.44,0
120,3.54,0,0,8.8,0,41.77,0
