stage,axial,blastomeres,endoderm,eye,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,somites
  3-4,152.64,4984.64,0,0,0,0,199.88,0,0
  5-6,231.78,2588.19,13.2,0,24.21,0,79.64,0,0
  7-9,7.23,0,0,7.33,86.46,10.41,4.29,0,0
 10-12,0,0,14.05,0,8.67,17.28,0,0,0
 14-21,0,0,0,0,0,0,0,1.03,0
 24-34,0,0,0,0,8.73,0,0,0,0.74
 36-46,0,0,0,0,2.67,0,0,0,0
 48-58,0,0,0,0,2.23,0,0,0,0
 96-106,0,0,0,0,3.31,0,0,0,0
