stage,blastomeres,endoderm,neural,paraxial.mesoderm,periderm
  3-4,676.24,0,0,0,55.42
  5-6,206.49,0,9.55,0,7.68
  7-9,0,4.32,0,7.07,0
 10-12,0,0,3.44,0,0
 14-21,0,0,1.6,0,0
