stage,eye,glial,lateral.line,muscle,neural
  7-9,0,0,0,0,10.11
 10-12,0,0,0,0,3.51
 72-82,0,11.03,0.65,0,0
 84-94,0,11.68,0,0,0
 96-106,1.49,19.35,0,0,1.58
108-118,0,6.81,0,0,0
120,0,0,0,3.67,0
