stage,epidermis,eye,mesenchyme,mucous,mural.cell,neural,olfactory,spinal.cord,vasculature
 36-46,0,0,0,0,0,1.41,0.75,0,0
 48-58,0,0,0.65,0,0,0,0,1.1,0
 60-70,0,0,0,0,0,2.74,0,0,0
 72-82,0,0,0,0,0,0.91,0,0,0
 84-94,0.7,1.43,0,1.34,0,4.19,0,0,4.14
 96-106,0,0,0,0,0.58,0,0,0,0
108-118,0,0,2.97,0,0,0.79,0,0,0
120,0,10.49,0,0,0,7.2,0,0,0
