stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,680.65,20073.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,1237.8,28634.5,22.19,0,0,0,0,0,0,0,0,0,154.56,0,0,0,0,0,0,0,0,0,0,0,1672,54.58,0,0,286,0,822.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,912.7,979.5,2840.43,0,12.95,0,2905.53,0,0,0,0,0,748.34,0,0,0,0,0,0,0,0,0,0,0,28311.88,715.67,0,0,10280.17,0,53.58,19.96,0,13.28,0,0,0,0,0,0,0,0
 10-12,3.8,547.13,1028.74,0,138.88,0,502.28,0,0,0,0,0,148.12,0,0,0,0,0,0,0,0,0,0,3.87,13318.59,443.39,0,0,6479.41,0,15.98,13.98,39.37,270.87,0,51.52,7.84,0,0,0,0,0
 14-21,2.31,0,21.01,400.11,78.75,0,86.37,0,0.81,0,35.6,10.84,0,4.98,0,1.63,0.87,0.92,0,1.95,211.07,1.19,0,254.25,1525.88,49.31,1.94,45.05,26.66,0,41.06,1.12,698.59,11.47,25.64,471.49,569.04,0,0,15.87,0,1.39
 24-34,0.88,0,16.44,146.98,7.88,0,137.94,0,9.89,5.02,60.25,2.7,1.87,17.78,0,5.3,0.63,14.99,12.63,3.9,549.17,0,4.96,249.24,2881.35,52.83,3.78,41.98,0,1.14,75.74,0,0,10.35,3.18,58.1,741.55,0,0,106.42,0,2.55
 36-46,0,0,2.23,89.33,0.81,0,101.83,7.31,6.78,12.48,130.64,0,1.09,15.51,0,20.78,7.32,9.97,6.27,8.43,846.25,3.6,10.25,211.18,1746.44,43.98,0.62,22.42,0,0,107.55,0.81,0,4.38,1.4,0,534.76,0,1.23,43.42,0,11.39
 48-58,0.58,0,1.04,45.36,0,0,159.09,0.44,31.52,29.83,220.44,0,1.19,10.16,0.45,3.67,1.33,17.72,1.25,3.97,1228.45,1.62,17.1,168.04,758.92,33.83,3.95,34.23,0,2.72,54.05,0,0,2.56,4.16,0,301.21,0,2.83,31.79,0,9.14
 60-70,0,0,0,62.82,0,0,114.96,10.95,24.47,19.79,155.58,3.32,0,13.64,0,16.37,5.45,17.56,5.13,9.66,1561.51,0,49.2,82.47,290.68,22.94,1.68,39.81,0,11.62,71.36,0,0,0.73,2.45,0,72.34,0,14.86,23.4,7.81,3.98
 72-82,0,0,0,49.07,1.68,0,93.66,8.33,12.83,38.73,261.58,4.2,0,8.94,0.83,5.89,16.77,49.55,6.74,2.32,2275.37,0.5,62.63,121.43,218.02,11.53,4.25,71.23,0,13.32,89.92,0,0,0.52,5.56,0,45.59,0.87,33.75,31.61,34.23,4.58
 84-94,0,0,0,110.99,8.5,2.13,101.68,13.29,22.24,34.34,110.33,6.18,1.55,7,1,11.32,14.95,30.73,0,2.5,1740.59,2.68,60.81,93.93,154.16,17.69,6.43,52.82,0,14.71,191.38,0,0,3.24,0,0,34.09,6.6,41.49,41.5,33.44,7.06
 96-106,0,0,0,101.2,2.05,2.54,112.57,17.57,31.71,23.17,226.31,10.17,0,23.8,1.85,16.55,14.42,46.72,6.53,1.75,1912.82,11.67,58.33,123.79,216.66,23.97,9.94,61.16,0,49.89,194.84,0,0,2.41,0.64,0,41.91,3.11,35.22,65.69,39.59,18.11
108-118,3.46,0,0,105.27,8.71,5.11,93.43,12.06,32.12,31.06,232.56,11.32,0,6.46,2.11,15.89,28.65,34.22,1.58,4.27,2192.16,2.49,79.13,83.57,189.01,37.33,8.7,51.48,0,38.54,131.58,0,0,0.67,1.13,0,14.8,2.39,47.72,14.41,27.03,11.17
120,1.19,0,0,85.42,0,2.19,123.15,1.57,23.87,30.43,315.83,30.44,0,8.28,2.5,3.12,15.62,40.74,6.57,4.02,1759.12,4.66,88.15,74.45,181.99,73.64,1.99,49.53,0,67.73,93.61,0,0,0,1.21,0,12.44,5.41,50.97,8.42,29.14,7.48
