stage,blastomeres,glial,gut,liver,mucous,neural,periderm,spinal_cord
  5-6,12.44,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,2.24,8.48,0
 48-58,0,0,0,0,0,1.15,0,1.28
 60-70,0,0.6,0,0,0.73,0,0,0
 72-82,0,0,0,0,0,6.47,0,0
 84-94,0,0,0,0,0,3.19,2.08,0
 96-106,0,0,0,6.09,0,0,2.51,0
108-118,0,0,0,0,0,3.88,7.05,0
120,0,0,1.1,0,0,0,0,0
