stage,eye,glial,mesenchyme,neural,spinal.cord
 36-46,0,0,0,1.09,0
 48-58,0.99,0,0.38,2.41,0
 60-70,0,3.22,0,4.66,0
 72-82,3.43,0,0,4.97,0
 84-94,0,0,0,2.04,0
 96-106,0,0,0,6.45,1.91
108-118,0,0,0,8.05,0
120,0,0,0,1.83,0
