stage,axial,blastomeres,endoderm,eye,fin_epithelia,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,14.11,224.25,0,0,0,0,0,0,0,11.27,0,0
  5-6,11.27,255.29,0,0,0,0,0,0,0,0,0,0
  7-9,17.58,7.47,10.07,18.13,0,10.97,109.82,16.86,61.94,0,0,0
 10-12,0,0,0,0,0,0,77.1,0,22.77,0,9.99,3.78
 24-34,0,0,0,0,0,0,0.67,0,0,0,0,0
 60-70,0,0,0,0,0.79,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,1.88,0,0,0,0,0
