stage,endoderm,epidermis,eye,glial,gut,iridophores,mesenchyme,muscle,neural,notochord,periderm,presomitic_mesoderm,pronephros,somites,spinal_cord
 14-21,0.9,0.96,0,0,0,0,1.12,1,2.96,0.8,2.06,1.96,0,2.68,1.12
 24-34,0,0.81,0,0,0,0,0,0,4.24,0,0,0,0,0,1.57
 36-46,0,0,0.6,2.19,0,0,1,0,0.58,0,0,0,0,0,0
 48-58,0,0,0,0.37,0,0,6.81,0,2.32,0,0,0,0,0,0.44
 60-70,0,0,0,1.46,0,0,0,0,2.58,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,6.69,0,0,0,0,0,0
 84-94,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
108-118,0,0,0,0,2.91,0.43,0,0,2.52,0,0,0,0,0,0
