stage,eye,glial,mesenchyme,mural_cell,muscle,neural,pericytes,spinal_cord
 24-34,0,0,0,0,0,7.5,0,1.48
 36-46,0,0,0,0,1.14,16.15,0,1.77
 48-58,2.2,1.26,1.48,0,0.61,21.38,0,2.95
 60-70,1.52,0,0.7,0,0,26.14,0,4.37
 72-82,0.75,0,2.53,0,0,30.84,0,0
 84-94,0,2.36,0,0,0,2.53,0,0
 96-106,0,0,1.3,0,0,1.89,1.51,0
108-118,0.94,0,5.33,2.34,0,4.09,0,0
120,0,2.6,0,0,0,30.29,0,0
