stage,blastomeres,eye,glial,mesenchyme,neural,olfactory,spinal.cord,vasculature
  3-4,10,0,0,0,0,0,0,0
 10-12,0,0,0,0,6.87,0,0,0
 24-34,0,0,0,0,3.4,0,0,0
 36-46,0,0.83,0,0,3.27,1.82,0,0
 48-58,0,0.72,0,0,2.45,0,0,0
 60-70,0,0,0,0,4.96,0,1.24,1.17
 72-82,0,0,0.74,0,5.83,0,0,0
 84-94,0,7.42,0,0.65,1.69,0,0,0
 96-106,0,0,0,0.59,4.91,0,0,0
108-118,0,4.51,0,0.83,0.65,0,5.05,0
