stage,axial,blastomeres,eye,immune,mesenchyme,neural,paraxial.mesoderm,pronephros,spinal.cord
  3-4,0,32.1,0,0,0,0,0,0,0
  5-6,0,6.37,0,0,0,0,0,0,0
  7-9,8.79,0,0,0,0,3.31,5.85,0,0
 10-12,0,0,0,0,0,0,0,11.84,0
 24-34,0,0,20.73,0,0,0,0,0,0
 36-46,0,0,61.51,0,1.04,7.5,0,0,0
 48-58,0,0,32.82,0,0,1.43,0,0,0.37
 60-70,0,0,26.86,0,0,1.68,0,0,0
 72-82,0,0,0,0,2.02,0,0,0,0
 84-94,0,0,1.12,1.85,0,0,0,0,0
 96-106,0,0,2.12,0,0,2.23,0,0,0
108-118,0,0,0,0.49,0,0,0,0,0
