stage,blastomeres,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,immune,iridophores,liver,mesenchyme,mural.cell,muscle,neural,otic,pericytes,periderm,pronephros,spinal.cord,taste,vasculature,xanthophores
  5-6,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0.98,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0.89,0,0,0,45.58,0,0,0,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,6.94,0,0,6.91,0,0,0,205.25,6.9,0,0,17.75,0.79,0,1.26,0,3.08,0,2.75,0
 84-94,0,0,4.06,0,1.27,0,0,0,0.58,0.71,0,862.45,2.53,0,0,33.03,0,0,2.23,0,0,0.57,0,0
 96-106,0,5.48,14.52,0,11.6,0,2.03,4.06,2.86,2.55,0.91,1208.19,12.63,0.8,2.34,122.76,1.92,2.4,15.77,0,0,0,0,4.13
108-118,0,1.52,8.24,1.08,23.46,1.92,0,8.08,0.6,0.9,0.64,1957.28,7.41,1.36,3.12,131.76,0.62,0,0.7,0.42,6.21,0,0,4.35
120,0,8.05,0,0,25.37,0,13.32,0,2.28,0,0,786.73,1.71,0,0,51.42,0,0,0,0,0,0,3.25,0
