stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.64,4688.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,292.3,3636.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.11,7.94,0,0,45.72,0,89.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.68,50.13,0,92.21,0,0,0,354.98,0,0,0,0,53.13,0,0,0,0,0,0,0,0,0,0,0,2546.12,59.87,0,0,783.03,0,0,40.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,85.9,0,87.09,0,0,0,181.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948.43,16.93,0,0,714.73,0,0,26.58,4.75,71.93,0,0,0,0,0,0,0,0
 14-21,0,0,0,23.36,120.87,52.82,0,217.76,0.87,0,29.46,13.32,1.29,0,0,2.77,0,0,0,0,108.57,0,0,70.9,2267.1,8.38,8.18,15.32,66.73,0,1.68,3.65,161.4,5.15,1.74,98.96,521.35,0,0,4.46,0,0
 24-34,0,0,1.9,5.85,58.67,2.65,0,373.05,0.73,1.63,26.68,5.24,0,2.98,0.87,3.37,2.45,1.82,5.35,0,202.94,1.95,2.73,54.6,2874.51,0.69,23.84,14.43,0,0,13.37,0.98,3.36,0.61,0,16.88,443.86,0,0,44.73,0,3.71
 36-46,0,0,0.73,0.96,25.89,0.58,0,685.2,0,0.63,60.48,3.07,0,0,4.1,1.19,0,1.98,1.25,0,145.45,0,2.79,26.37,2142.57,2.64,12.85,6.21,0,0,15.51,0.73,0,0,2.47,0.83,319.46,0,0,4.56,0,0
 48-58,0,0,0.44,0,29.6,0,0,652.38,2.21,3.52,77.5,0.49,0,0.94,1.33,0.93,0.64,2.48,0,1.31,99.57,0.55,3.45,19.21,1541.52,0,9.6,1.59,0,1.02,21.86,0,0.92,1.22,0,0,218.68,0,0,14.51,0.5,2.67
 60-70,0,0,0,0,53.48,4.28,0,632.92,6.47,4.11,96.7,1.84,0,2.78,6.81,1.61,1.55,2.75,2.47,0,89.35,0,12.24,8.73,1818.06,0,9.34,8.67,0,0,25.86,0,0,4.73,0,0,172.57,0,1.42,12.37,0,7.83
 72-82,0,0,4.01,0,45.61,4.67,1.16,447.08,9.37,8.74,79.13,3.13,0,5.61,10.19,2.5,3.93,4.61,2.5,0,145.76,1.74,2.13,18.84,1589.73,0,22.92,9.73,0,0,45,0,0,0,0,0,261.61,3.78,3.68,29.96,4.98,0.5
 84-94,0,0,4.4,0,100.47,6.21,1.24,297.14,15.04,4.2,87.84,7.32,0,7.78,35.96,4.92,0.74,13.75,4.97,0,141.73,0,4.93,20.88,1260.3,0,10.04,17.1,0,5.37,112.62,0,0,0,0,0,185.77,11.89,2.8,20.55,1.57,0.55
 96-106,0,0,2.99,0,61.65,24.49,0,311.46,11.93,10.16,83.96,16.35,0,4.55,20.61,7.08,5.96,7.75,14.84,0,130.54,5.23,2.04,17.67,978.33,6.4,24.21,16.28,0,1.11,50.7,1.35,0,0,0,0,107.55,17.32,2.03,31.69,4.5,12.7
108-118,0,0,3.32,0,131.17,4.3,1,358.21,12.68,6.81,118.46,15.84,0,1.63,34.62,8.55,1.25,3.93,1.64,0,166.09,4.52,1.44,24.12,1672.63,2,19.47,23.53,0,7.26,103.11,0.42,0,0,0,0,93.95,32.98,0,25.87,5.54,18.4
120,0,0,0,0,107.32,12.83,0,297.89,17.57,4.09,114.16,3.24,0,0,35.34,3.95,0,7.88,1.05,0,105.93,0,7.65,22.28,1443.67,3.33,9.99,10.63,0,8.45,84.92,0,0,0,0,0,27.49,13.07,0,62.04,0,0
