stage,blastomeres,eye,glial,immune,mesenchyme,neural,periderm,xanthophores
  3-4,9.64,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,4.97,0,0
 36-46,0,0,0,0,0,0,13.56,0
 72-82,0,2.46,0,1.64,0,1.08,0,0
 84-94,0,0,0.94,0,0,0,0,3.41
 96-106,0,0,0,1.85,0.86,1.14,0,0
108-118,0,0,0,2.86,0,1.89,0,0
120,0,4.87,0,3.78,0,0,0,0
