stage,epidermis,erythrocytes,eye,glial,immune,ionocyte,mesenchyme,mural_cell,neural,notochord,periderm,vasculature
 14-21,2.49,0,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,1.85,0,0,0
 36-46,0,0,0,0,0,0,1.33,0,3.08,0,0,0
 48-58,0,0.41,0,0,0,0,0,0,3.3,0,0,0
 60-70,0,0,7.56,0.93,0,0.71,3.25,0,8.37,0,0,0
 72-82,0,0,0,0,0,0,0,0,6.23,0,0,0
 84-94,1.4,0,0,0,0,0,0,0,4.53,0,0,1.85
 96-106,0.61,0,0.57,0,2.09,0,1.06,1.24,0,2.03,3.17,0
108-118,0,0,4.73,0,0,0,0,0,2.26,0,0,0
120,0,0,1.39,0,0,0,0,0,0,0,0,0
