stage,blastomeres,exocrine.pancreas,eye,hatching.gland,mesenchyme,olfactory,slow.muscle,somites,spinal.cord
  3-4,45.99,0,0,0,0,0,0,0,0
  5-6,23.48,0,0,0,0,0,0,0,0
  7-9,0,0,0,9.32,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0.93
 36-46,0,0,0,0,0,0,0,0.74,0
 48-58,0,0,0,0,0,0,1,0,7.44
 72-82,0,0,0,0,3.09,1.22,0,0,0
108-118,0,3.16,0,0,0.54,0,0,0,0
120,0,0,3.69,0,0,0,0,0,0
