stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,88.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.58,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.61,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,6.81,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,4.44,7.34,0,0,6.67,0,25.19,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,71.04,0,5.97,0,0,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,82.17,24.78,0,0,9.46,0,35.44,0,0,73.91,0,0,0,0,0,0,0,0
 14-21,0,1.24,10.13,7.09,6.63,0,3.02,0,0.95,0,1.22,22.24,0,0.93,0,8.14,0,0,0,0,11.62,3.22,0,4.82,33.15,10.28,0,0,0.86,0,1094.34,0,1.38,28.75,2.94,6.44,73.8,0,0,10.7,0,0
 24-34,0,0.84,1.62,1.69,0,0,31.92,0,0,0,0,3.05,0,5.76,0,14.88,0,0.78,0.65,0,50.69,11.2,1.52,32.55,85.33,5.59,0,9.87,0,0,570.95,0,0,14.01,0,1.14,52.85,0,0,12.59,0,0
 36-46,0,0.98,0.56,6.08,0,0,23.43,0,3.65,0,1.73,0.59,0,3.29,0,10.11,0,1.73,0.84,0,91.96,9.71,0,10.81,50.82,8.9,1.81,13.46,0,0,895.18,0,0,6.39,0,0,26.04,0,0,7.57,0,0
 48-58,0,1.53,0,8.26,0.4,0,21.53,0,3.42,0,5.64,2.29,0,3.86,0.48,21,0,4.86,1.06,0,78.2,8.61,1.68,5.19,32.23,0.61,0.44,19.32,0,0,519.56,0,0,3.18,0,0,16.14,0,1.12,7.75,0,1.61
 60-70,0,3.02,0,17.76,0,0,42.7,0,3.4,0.59,9.58,5.22,1.34,2.78,0,22.11,9.65,2.75,4.65,0,140.49,14.55,0.88,5.58,56.99,3.69,2.24,14.06,0,2.32,470.35,0,0,1.79,0,0,4.92,0,0,2.8,0,10.75
 72-82,0,13.87,0,25.07,0,2.87,49.7,1.33,4.68,3.24,50.15,24.23,0,9.3,1.09,57.24,1.53,18.11,1.77,1.81,161.42,42.5,1.98,9.43,61.17,0.91,0.59,33.71,0,5.62,545.16,1.65,0,4.21,0,0,6.38,0,0.53,14.36,1.45,0
 84-94,0,11.91,0,53.8,0,1.61,40.35,0,18.17,1.19,24.33,32.96,0.74,5.42,2.63,53.96,0.68,12.84,18.95,0,139.75,51.83,3.86,10.04,53.03,3.18,4.95,51.39,0,3.93,1565.17,0,0,6.12,0,0,0,3.15,1.23,12.23,0,2.6
 96-106,0,16.37,0,110.71,0,2.92,70.74,2.38,28.41,2.92,84.75,36.01,0,8.01,2.81,94.89,7.79,33.52,3.6,0,164.95,53.83,2.31,5.84,77.25,2.42,2.24,54.33,0,4.03,1240.66,1.35,0,7.37,0.91,0,7.07,10.92,6.31,10.93,3.92,0
108-118,0,14.52,2.13,128.61,0.93,22.09,66.97,9.02,41.18,0.62,56.51,44.81,0,5.09,0,107.15,6.28,27.83,20.1,0,156.25,46.61,3.96,13.69,62,4.47,5.5,45.76,0,2.6,1566.41,0,0,10.28,0,0,0.96,15.59,7.59,18.8,1.62,0
120,0,4.18,0,121.98,4.24,1.03,26.05,18.62,15.8,0,61.08,57.31,0,7.69,0,46.29,1.58,21.97,26.24,0,107.33,53.94,1.26,1.9,98.42,2.72,2.64,58.69,0,0,737.11,0,0,1.58,0,0,9.5,3,0,30.2,0,0
