stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,31.92,559.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.65,0,0,0,0,0,0,0,0,0,0,0
  5-6,74.25,693.57,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.58,0,0,0,0,14.15,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.82,17.82,0,19.98,0,0,0,3.54,0,0,0,0,0,17.89,0,0,0,0,0,0,0,0,0,0,0,455.75,7.15,0,0,166.58,3.29,8.64,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.98,0,32.79,0,0,0,19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.52,0,0,0,84.3,0,0,0,6.86,0,0,0,0,0,0,0,0
 14-21,0,0,2.21,3.54,12.93,1.24,0,12.67,0,0.82,0,9.53,0,0,0,0,1.78,0,0,0,2.97,10.66,0,0,32.76,93.99,2.94,0,0,1.7,7.45,0,3.66,0.89,1.23,39.03,54.52,0,0,0.81,0,6.31
 24-34,0,0,0.66,1.96,6.25,0,0,9,0,0,0,11.46,3.07,0,3,0,1.28,0,0,2.5,5.97,22.35,0,0,21.22,230.24,0,0.72,0,0,5.33,0,0,0,2.02,1.94,56.77,0,0,0.8,0,14.86
 36-46,0,0,0,0,0.57,0,0,11.4,0,5.09,0,11.92,0,0,0,1.4,0,1.42,1.51,0,5.44,64.16,0,0.86,10.87,775.66,0.64,5.64,0,0,9.44,0,0,0,0,0,174.4,0,0,0,0,14.81
 48-58,0,0,0,0,2.71,0,0,32.62,0.9,0,0.47,21.47,0.51,0,0,1.05,0,0.93,0,0,0,33.02,0.7,0,6.95,273.7,0,1.14,0,0,1.77,0,0,0,2.94,0,62.23,0,0,1.28,0,8.6
 60-70,0,0,0,0,6.23,0,0,70.07,0,1.36,0,20.68,0,0,0.9,0,14.19,10.23,0,0,1.71,31.5,0,0,6.23,473,1.38,2.1,0,0,5.4,0,0,0,0,0,92.49,0,0,2.19,0,2.81
 72-82,0,0,1.46,0,2.48,0.84,0,73.43,0,0,0.68,33.38,0,0,0,0.51,1.3,6.49,1.06,0,0,80.99,0.73,1.72,2.03,192.21,0,1.86,0,0,2.41,0,0,0,0,0,39.41,0,0,1.89,0.89,5.57
 84-94,0,0,1.46,0,2.94,0,0,72.04,3.35,0.94,6.44,31.68,0.62,0,1.45,2.35,0,4,0.61,0,8.33,46.26,0,1.19,1.05,109.39,0,1.59,0,0,1.44,0,0,3.82,0,0,26.85,0.97,0.98,0,2.8,5.54
 96-106,0,0,0.87,0,10.34,0,0,49.96,0,0,0.89,83.29,2.9,0,0.78,0.98,3.99,0.82,0,0,1.86,50.05,0,0.62,1.88,94.02,0.79,5.4,0.68,0,13,0,0,0,0,0,17.95,0,0,3.55,0.68,5.49
108-118,0,0,0.77,0,7.49,0.51,7,66.58,0,0.54,0.83,55.44,1.21,0,0,1.11,0,16.89,1.36,0,0,65.49,0,9.65,1.88,175.06,0,0.61,0,0,6.25,0,0,0.45,0,0,13.9,3.89,0,3.07,2.81,0
120,0,0,0,0,4.17,0,0,54.7,0,0,3.1,91.38,0,0,0,0,0,13.72,0,0,0,35.82,0,10.27,1.27,114.28,1.1,1.32,3.36,0,2.93,0,0,0,0,0,0,14.92,0,0,5.63,10.22
