stage,eye,mesenchyme,neural,spinal_cord
 14-21,0,0,2.08,0
 24-34,1.8,1.44,1.8,0
 36-46,1.32,0.66,0.83,0
 48-58,0.78,0,2.48,1.15
 60-70,5.81,11.66,5.07,0
 72-82,0,0.93,0.77,0
