stage,blastomeres,eye,fin_mesenchyme,immune,mesenchyme,muscle,neural,spinal_cord
  7-9,0,0,0,0,0,0,10.21,0
 10-12,5.81,0,0,0,0,0,10.35,0
 24-34,0,0,0,0,2,0,0,0.85
 36-46,0,0,0,0,0,0,0,4.81
 48-58,0,0,0,0,0,0,5.07,5.71
 60-70,0,0,0,0,8.74,1.33,0,8.77
 72-82,0,0,0.68,1,4.87,2.88,4.96,5.92
 84-94,0,0,0,0,8.34,0,0,0
 96-106,0,0,0,0,2.34,0,0,0
108-118,0,3.13,0,0,2.04,0,0,0
120,0,0,0,0,0,0,0,3.65
