stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,132.32,8820.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.93,0,0,0,0,0,0,0,0,0,0,0
  5-6,173.95,2923.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.12,10.72,0,0,8.76,0,36.97,0,0,0,0,0,0,0,0,0,0,0
  7-9,22.12,15.36,0,27.09,0,0,0,108.97,0,0,0,0,0,43.38,0,0,0,0,0,0,0,0,0,0,0,664.96,19.59,0,0,248.48,0,0,21.49,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.92,0,51.24,0,22.74,0,87.29,0,0,0,0,0,29.44,0,0,0,0,0,0,0,0,0,0,0,957.3,61.5,0,0,272.6,0,3.47,0,4.75,42.1,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,11.47,49.68,8.09,0,19.74,0,0,0,5.31,0,0,1.01,0,7.29,0,0,0,1.13,27.22,0,0,21.28,342.59,6.05,3.43,8.61,7.83,0,2.39,0,34.93,14.35,23.41,66.8,127.99,0,0,5.62,0,0
 24-34,0,0,0.66,1.74,23.98,0,0,51.9,0,3.59,0,11.48,4.2,0,0,0,9.11,0,0.68,3.28,5.04,39.02,2.78,0,22.67,797.88,8.56,18.93,8.79,0,0,19.81,0,0,21.11,2.26,6.56,171.13,0,0,15.93,0,0
 36-46,0,0,0,0,4.09,0.68,0,144.22,0,3.58,3.04,33.47,0,0.76,2.37,2.12,4.5,0,2.19,0,0,48.74,0.59,0,7.18,795.12,1.18,15.3,3.36,0,0,17.41,0,0,8.69,0,0,211.08,0,0,11.95,0,2.04
 48-58,0,0,0.44,0,6.83,6.21,0,310.59,0.73,0.88,2.56,64.63,0,0,2.76,7.38,1.7,0.85,1.15,1.44,6.81,72.51,2.68,0.69,8.5,790.68,2.25,7.35,5.42,0,0,25.31,0,0,0,0.48,0,152.34,0,0,9.45,0,2.11
 60-70,0,0,0,0,19.84,8.13,0,805.9,0,17.21,8.14,67.78,1.67,0,1.41,5.05,1.37,0.65,0.72,0.68,0,113.46,3.2,5.5,11.7,739.53,5.94,21.13,14.36,0,0.66,34.22,0,0,19.65,0,0,130.67,0.84,1.9,4.08,2.88,11.06
 72-82,0,0,0.61,0,12.01,28.93,1.04,835.65,1.52,0,5.61,67.03,5.42,0,1.66,6.54,1.41,6.83,5.75,8.81,0,193.14,5.89,3.73,20.39,785.59,1.43,19.47,21.88,0,4.36,14.38,1.65,0,0.52,0,0,90.96,3.4,2.27,25.88,1.95,16.68
 84-94,0,0,0.66,0,28.27,16.03,0.87,554.97,0.69,8.37,4.45,74.44,2.42,1.3,5.12,18.16,4.7,4.56,2.64,1.73,14.81,182.91,2.15,9.75,18.34,443.65,0.94,18.01,4.86,0,0,38.21,0,0,4.23,0,0,62.78,0.61,2.62,19.2,9.74,16.58
 96-106,0,0,1.43,0,23.14,27.08,0.59,714.61,0.73,2.81,4.83,76.87,4.04,0,0,15.37,6.97,0.57,6.67,16.48,0,163.97,5.97,11.13,20.12,482.7,2.8,15.57,7.2,0,0,34.55,0,0,2.89,0,0,57.08,4.6,6.49,12.25,3.07,7.36
108-118,0,0,8,0,28.52,14.34,1.7,478.66,1.56,13.02,4.68,62.56,7.26,0,0.43,21.67,3.4,11.87,5.33,4.1,6.08,156.31,11,7.15,10.7,672.41,1.7,6.2,17.21,0,0,38.01,0,0,0.85,0,0,41.76,10.13,2.9,16.17,11.67,19.92
120,0,0,0,0,40.32,19.3,6.1,443.2,0,9.05,3.61,82.08,3.78,0,11.87,13.26,12.02,17.67,21.79,5.29,0,215.61,0,0,20.95,777.9,4.52,27.94,3.2,0,0,23.51,0,0,8.82,1.52,0,18.64,8.12,5.26,33.47,8.85,15.87
