stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm
  3-4,10.08,0,0,0,0
  5-6,21.02,0,0,0,0
  7-9,0,4.73,0,4.81,5.76
 10-12,0,0,0,31.59,0
 14-21,0,0,0,4.58,0
 24-34,0,0,1.44,0,0
