stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,595.36,11655.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,972.04,9536.66,0,35.43,0,0,0,0,0,0,0,0,0,48.18,0,0,0,0,0,0,0,0,0,0,0,314.89,71.55,0,0,161.24,0,531.68,0,0,0,0,0,0,0,0,0,0,0
  7-9,303.72,239.89,0,385.89,0,5.98,0,466.47,0,0,0,0,0,461.85,0,0,0,0,0,0,0,0,0,0,0,4902.98,259.77,0,0,1777.24,0,6.59,60.96,0,0,0,0,0,0,0,0,0,0
 10-12,8.63,172.66,0,442.69,0,31.66,0,335.61,0,0,0,0,0,79.28,0,0,0,0,0,0,0,0,0,0,3.87,3719.85,232.53,0,0,1678.04,0,7.62,48.58,0,173.18,0,9.11,3.28,0,0,0,0,0
 14-21,0,0,1.24,29.79,278.22,35.21,0,68.85,0,1.69,0,21.53,15.5,4.77,4.79,0,5.95,0,0.92,1.76,0,113.08,0,0,80.68,1105.83,41.6,6.29,12.29,49.23,0,9.45,3.48,156.01,9.2,5.07,151.29,367.64,0,0,6.77,0,0
 24-34,0,0,1.43,4.47,41.21,5.18,0,162.94,0,1.51,3.07,42.6,1.62,0,7.87,3.27,6.56,0.63,2.77,11.3,0,123.75,2.05,0,43.55,1713.9,9.07,12.63,17.31,0,0,18.38,0,0,3.78,0.76,18.35,369.28,0,0,41.39,0,0.91
 36-46,0,0,0,0.63,24,1.57,0,299.48,0,0.69,1.81,56.02,1.04,0,0.88,0,2.47,5.32,0.64,2.33,0,149.74,0.56,5.27,30.45,1483.92,3.83,6.68,11.76,0,0,19.76,0,0.86,4.99,0,0,356.43,0,0,12.86,0.78,20.9
 48-58,0,0,0.46,0,17.21,1.45,0,469.57,1.42,1.93,3.8,104.3,4.17,0,7.84,0,1.97,0.8,5.13,0.37,1.32,143.28,1.84,8.13,27.88,1054.41,1.6,3.17,6.48,0,0,21.11,0,0,0,2.65,0,214.79,0,0,21.31,0,14.66
 60-70,0,0,0,0,23.93,1.04,0,488.06,0,2.74,3.17,92.86,2.95,0,5.13,0.6,0,1.28,3.94,3.71,0.93,151.53,0,12.62,20.57,763.48,2.62,4.96,4.61,0,0.66,19.24,0,0,0.73,0,0,113.94,0,2.23,17.4,1.79,12.79
 72-82,0,0,1.65,0,24.32,30.22,0,431.96,0,1.5,9.38,75.41,2.67,0,2.02,10.07,2.55,8.35,3.77,0,0,189.21,0.58,4.14,18.32,661.22,1.65,3.44,8.15,0,0.87,7.39,0,0,1.39,0.54,0,65.17,2.2,2,12.39,3.46,5.78
 84-94,0,0,1.32,0,27.62,12.59,0.71,372.16,0,4.74,6.22,77.48,8.91,0.76,2.75,6.21,3.54,0,0.81,4.79,0.73,174.92,1.26,5.58,18.9,448.03,3.38,6.18,1.16,0,0,56.16,0,0,0,0,0,41.54,7.74,5.22,8.73,5.55,5.09
 96-106,0,0,1.89,0,38.1,68.65,0,220.95,0,0,6.7,33.66,8.61,0,0.95,13.77,0.8,0,6.58,10.33,0,105.48,0,6.48,12.05,320.05,0,8.93,9.69,0,0,30.72,0,0,0,0,0,15.12,1.61,3.75,20,7.83,3.14
108-118,0,0,1.67,0.74,22.59,23.43,17.86,295.63,7.51,5.42,9.87,38.86,9.34,0,1.54,11.23,2.59,2,2.52,1.24,0.94,118.93,2.84,10.53,15.1,550.95,2.12,8.11,13.69,0,0.91,24.28,0,0,0,0,0,26.33,3.33,9.59,13.26,3.18,12.91
120,2.82,0,0,0,52.07,12.55,0,196.77,0,15.69,31.27,94.31,11.11,0,0,13.94,0,0,0,9.01,0,180.5,0,7.06,20.68,660.56,5.9,6.98,3.37,10.96,0,22.15,2.5,0,0,0,0,39.88,0,5.64,39.99,28.49,9.68
