stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord
  3-4,173.57,1606.8,0,0,0,0,0,0,0,31.3,0,0,0,0,0
  5-6,780.45,8189.8,6.55,0,0,38.45,289.06,48.21,58.57,156.04,0,0,0,0,0
  7-9,1012.34,432.12,602.1,0,1601.77,1616.09,14040.96,1400.97,4153.74,14.26,28.61,0,12.75,0,0
 10-12,29.05,345.74,519.84,87.93,729.7,681.58,9649.29,1492.72,3601.48,3.07,15.75,17.31,360.53,49.6,29.36
