stage,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,immune,iridophores,mesenchyme,muscle,neural,periderm,pronephros,spinal.cord,taste,vasculature
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0
 72-82,0,0,0,0,0,3.22,0,0,0.52,0,0.72,0,4.76,0,0,0,22.35,1.52
 84-94,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,1.35,0,160.13,0
 96-106,1.62,2.68,0,12.48,0,0,0,4.55,0,0,1.08,3.38,9.54,1.68,0,0,726.1,1.39
108-118,9.34,0,1.66,0,0,1.72,0,0.66,0,0.51,4.73,0,10.21,3.46,0,0,749.92,0
120,0,0,0,0,1.03,0,0,0,0,0,2.78,0,20.05,0,0,2.39,212.99,0
