stage,eye,mesenchyme,neural,olfactory,spinal.cord
  7-9,3.84,0,0,0,0
 10-12,0,0,5.43,0,0
 24-34,0,0,4.06,0,1.11
 36-46,0,0,8.23,0,1.33
 48-58,1.07,0,15.95,0,3.84
 60-70,11.15,0,34.06,0,0.85
 72-82,4.56,1.55,22.89,1.03,1.63
 84-94,2.33,0,13.78,0,0
 96-106,5.19,0,11.6,0,0.78
108-118,0,0,17.75,0,1.14
120,10.63,0,16.16,0,0
