stage,axial,blastomeres,hatching_gland,mesenchyme,muscle,neural,paraxial_mesoderm,pronephros,spinal_cord
  3-4,12.69,10.4,0,0,0,0,0,0,0
  5-6,0,7.54,0,0,0,0,0,0,0
  7-9,10.31,0,5.39,0,0,46.32,18.27,0,0
 10-12,0,0,0,0,0,22.1,0,4.8,0
 14-21,0,0,0,0,13.47,0,0,0,0
 48-58,0,0,0,1.11,0,1.33,0,0,0
 60-70,0,0,0,0,0,0.71,0,0,0
 84-94,0,0,0,0,0,0.7,0,0,0
 96-106,0,0,0,0,0,1.33,0,0,0
108-118,0,0,0,0,0,0,0,0,7.43
