stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,420.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.18,0,0,0,0,0,0,0,0,0,0
  5-6,39.24,409.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.54,0,0,3.53,0,0,0,0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,64.25,0,0,0,21.61,0,10.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.06,0,0,0,7.09,0,0,0,0,0,51.74,0,0,0,0,0,0,0,0,0,0,0,123.79,0,0,0,19.54,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.23,0,13.25,4.84,0,7.66,0,0.88,0,0,1,38.01,0,0,0.96,0,0,0,0,6.55,0,0,3.3,48.09,3.54,1.57,0,1,0,24.1,4.01,0.9,3.96,6.54,15.41,0,0,2.09,0,0
 24-34,0,0,1.69,0,5.42,2.77,0,22.99,0,1.67,0,2.61,0.63,7.53,0.8,0,4.74,0,0.97,2.95,0,6.18,0.84,0,3.64,219.43,0.61,10.57,5.16,0,0,16.34,0,1.65,0,2.5,30.99,0,0,12.35,0,3.18
 36-46,0,0,0.95,0,2.11,0,0,40.73,1.76,0,0,4.89,0.89,0,0.89,3.31,2.07,3.69,2.12,0,0,18.64,0.59,0.72,0.7,354.19,1.25,8.67,3.05,0,0,18.15,0,3.05,0,0,73.97,0,0,6.59,0,5.73
 48-58,0,0,0.4,0,6.79,0.41,0,161.9,1.53,1.33,1.35,32.41,0,0,0,2.17,0.4,0.43,0.47,4.43,0,16.78,1.18,1.74,6.47,375.3,0,13.44,0.9,0,0,16.64,0,0.49,0,0,60.37,0,0,9.84,0,3.08
 60-70,0,0,0,0,5.12,0,0,407.1,0,0,0,36.45,8.51,0,0.9,0,0,0,1.5,1.05,0,35.31,0,4.24,14.08,495.92,0,6.49,1.25,0,0.96,30.36,0,1.72,0,0,76.64,0.81,0,2.96,0,4.79
 72-82,0,0,2.99,0,9.99,1.62,1,509.48,0,0.51,0,36.48,6.59,0,0,4.48,2.85,5.03,3.46,7.16,0,72.94,1.07,1.51,3.38,410.79,1.92,11.34,9.05,0,2.01,19.64,0,1.87,0.79,0,15.03,0,1.33,29.76,2.9,0.55
 84-94,0,0,7.3,0,10.43,4.14,6.75,418.5,1.03,8.28,1.52,43.73,14.99,0.71,2.11,14.31,1.22,2.7,2.06,10.58,1.25,53.93,1.8,3.91,2.35,228.13,2.57,10.94,13.22,0,2.48,30.29,0,4.4,1.16,0,22.46,6.86,2.12,13.34,0,0
 96-106,0,0,2.76,0,11.21,0,8.68,340.28,2.07,1.56,2.67,34.73,6.4,0,1.6,18.86,2.2,1.6,4.22,10.07,0,30.7,1.23,0,1.85,191.66,3.04,8.13,16.98,0,0.79,30.13,0,0,0,0,9.9,1.37,4.3,12.52,0,0
108-118,0,0,0,0.46,19.52,1.14,38.13,259.02,0,10.27,2.99,38.99,6.31,0,2.16,6.6,0,5.62,1.61,1.29,0.58,41.42,0.57,2.64,7.93,206.57,1.58,2.13,4.68,0,1.55,12.85,0,3.56,0.89,0,13.66,1.57,1.77,17.22,0,0
120,0,0,0,0,16.65,19,5.71,104.72,0,2.48,0,62.2,29.49,0,0,18.8,2.31,0,0,2.26,0,32.18,0,0,6.4,227.44,0,0,4.75,0,0,31.26,0,3.92,0,0,1.34,1.27,0,11.04,0,0
