stage,axial,blastomeres,eye,glial,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  3-4,0,57.5,0,0,0,0,0,0
  5-6,11.51,67.62,0,0,0,0,0,0
  7-9,0,6.81,7.5,0,0,58.47,20.05,0
 10-12,0,0,0,0,0,4.54,5.36,0
 14-21,0,0,0,0,0,0.83,0,2.7
 24-34,0,0,0,0,0,1.79,0,0
 36-46,0,0,0,0,0,1.19,0,0
 48-58,0,0,0,1.16,0.44,0,0,0
 72-82,0,0,0,0,0,2.56,0,0
 84-94,0,0,1.58,0.57,0,0,0,0
 96-106,0,0,0.9,0,0,10.72,0,0
