stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.42,2523.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,162.8,3668.75,9.08,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,132.16,7.03,0,0,32.18,0,45.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.93,84.7,91.56,0,0,0,258.68,0,0,0,0,0,63.12,0,0,0,0,0,0,0,0,0,0,0,2803.97,15.33,0,0,821.14,0,0,14.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.17,63.47,0,0,0,124.28,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,1135.55,3.1,0,0,491.19,0,0,0,0,43.89,0,0,0,0,0,0,0,0
 14-21,0,0,4.48,36.02,5.28,0,52.49,0,0,0,34.13,3.06,0,0,0,8.19,0,0,0,0,57.92,0,0,27.21,1246.13,12.1,9.84,3.28,15.94,0,30.39,0,31.36,1.75,5.25,30.38,396.34,0,0,6.46,0,0.85
 24-34,0,0,0,36.52,7.08,0,307.95,0,0.63,0.62,32.86,0,0,2.05,0,1.67,0,1.85,0.76,0,108.29,0,0,48.19,1767.46,4.31,11.81,9.52,0,0,28.64,0,0,0,0,2.97,352.42,0,0,32.28,0,2.93
 36-46,0,0,0,13.08,3.4,0,777.13,0,2.4,0,28.82,2.44,0,0.73,0,1.03,4.35,1.19,0,0,152.51,1.19,0.89,39.74,1561.46,7.81,13.27,7.13,0,0,27.03,0,0,0.88,0,0,344.47,0,0,11.94,0,1.67
 48-58,0,0,0,18.29,0.81,0,614.77,0,3.29,3.21,38.83,2.07,0,0.42,11.73,7.66,4.83,3.96,1.52,5.92,112.38,0,6.74,25.73,494.79,1.68,2.91,3.65,0,0,9.75,0,0,0.45,0,0,65.89,0,0,11.42,0,4.01
 60-70,0,0,0,8.36,0,0,476.04,0,0.86,3.07,77.81,6.34,0,1.45,0,0.8,0.88,3.44,0.87,0.93,79.92,4.53,8.26,13.79,386.13,0,2.74,1.57,0,0.66,21.42,0,0,3.51,0,0,29.92,0,0,7.9,1.54,5.2
 72-82,0,0,0,18.26,3.1,0,117.47,0.88,0,2.07,58.68,4.19,0,1.97,6.3,2.31,0.62,6.03,0,1.31,120.44,1.31,12.05,17.93,200.77,1.93,2.57,4.27,0,2.23,10.7,0,0,0.55,0,0,8.32,0.92,0,15.39,0,0
 84-94,0,0,1,24.02,11.28,0.63,159.62,0,0,2.46,57.35,8.44,0,0,7.26,0,2.34,0,1.75,0,105.33,0,6.17,17.84,175.75,3.69,0.7,3.37,0,0,22.5,0,0,0.97,0,0,8.02,0.98,0,26.02,6.53,0
 96-106,0,0,0.88,22.41,1.25,0,78.91,0,0.62,0,59.8,10.75,0,0,7.3,2.82,0,1.77,1.68,6.45,71.8,0,0.67,9.28,162.01,0,4.39,3.58,0,0,13.41,0,0,2.52,0,0,0.96,0,1.7,14.81,0,0
108-118,0,0,0,34.71,3.99,1.84,107.14,0,0,0.64,76.32,10.34,0,1.34,2.18,2.2,2.38,0.57,0.5,1.97,77.8,0.42,0.94,14.41,301.94,1.05,0.48,3.88,0,0,28.75,0,0,0.88,0,0,3.01,1.06,0,9.38,0.68,2.11
120,0,0,0,22.08,8.44,0,100.19,0,0,1.82,184.27,1.52,0,0,6.05,0,6.35,2.05,3.84,0,89.25,0,0,39.36,217.14,2.98,5.91,2.44,0,0,14.62,1.53,0,0,0,0,3.87,0,3.8,5.31,0,0
