stage,endocrine_pancreas,epidermis,fin_mesenchyme,glial,ionocyte,mesenchyme,neural,olfactory,spinal_cord,visceral_smooth_muscle
  7-9,0,0,0,0,0,0,3.97,0,0,0
 14-21,0,0,0,0,0,0,0,0,4.05,0
 48-58,0,2.04,0,0,0,0,1.2,0,0,0.9
 60-70,0.62,0,0,0,0.93,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,1.5,0,0
 84-94,0,0,0,0,0,1.56,0,0,0,0
 96-106,0,0,1.42,0,0,0.79,0,0,0,0
108-118,0,0,0,0.44,0,0.92,1.46,0,0,0
