stage,blastomeres,eye,glial,gut,ionocyte,mesenchyme,mucous,mural_cell,muscle,neural,spinal_cord
  5-6,24.3,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,1.33,0,0,0.6,1.98
 36-46,0,0,0,0,0,0,0,0,0,0,1.69
 48-58,0,0,0,0,0,0,0,0.83,0,2.44,0
 60-70,0,0,0,0,0,0,0,0,0,2.53,0
 72-82,0,3.9,0,0,1.98,0,1.53,0,0,0,0
 84-94,0,0,0,1.57,0,0,0,0,0,0,0
 96-106,0,0,0,1.44,0,0.8,0,0,0,0,0
108-118,0,0,1.2,3.75,0,0,0,0,0.45,1.3,0
120,0,0,0,0,0,0,3.25,0,0,0,0
