stage,eye,fin.epithelia,glial,mucous,neural,periderm
  7-9,0,0,0,0,6.64,0
 14-21,0,0,0,0,0,1.39
 24-34,0,0,0,0,0,0.63
 36-46,0,0,0,0,0,1.94
 48-58,0,0,0,0,0,4.99
 60-70,0,0,0,0,0,2.7
 72-82,0,2.2,0,0,0,10.53
 84-94,0,0.68,0,0,0,25.78
 96-106,0,0.63,1.95,0,0,39.43
108-118,0.78,0,0,0,0,36.67
120,0,1.11,0,1.1,0,27.65
