stage,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,liver,mesenchyme,mucous,neural,notochord,olfactory,paraxial_mesoderm,periderm,pronephros,spinal_cord,taste,vasculature
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0
 24-34,1.47,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0
 36-46,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.83,0
 72-82,7.6,0,3.09,3.15,0,1.38,1.13,0.87,0,0,0.5,0,29.91,0,0,0,4.12,0,3.64,218.96,0
 84-94,7.94,3.3,8.35,0,0,3.38,5.19,0.78,0,0,1.6,0,16.88,0,0,0,9.17,0,0,539.48,0
 96-106,9.12,2.16,14.65,0.71,0,2.73,9.33,0,0.56,3.35,8.93,2.03,46.52,0.59,0.81,0,2.25,1.88,0,1203.67,1.23
108-118,18.3,0.55,8.39,2.46,0,6.14,2.01,0,0,2.09,18.57,2.14,22.13,0,0,0,0,0,2.91,1067.85,0.43
120,33.65,0,0,0,1.67,0,7.29,0,0,0,10.66,0,19.98,0,6.01,0,0,0,0,387.02,0
