stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.18,564.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.35,295.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.31,14.47,0,0,11.61,0,434.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,94.45,45.34,0,43.76,0,0,0,36.58,0,0,0,0,145.81,0,0,0,0,0,0,0,0,0,0,0,439.07,139.31,0,0,311.48,0,397.25,4.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.15,0,81.04,0,11.12,0,120.26,0,0,0,0,225.68,0,0,0,0,0,0,0,0,0,0,0,1553.46,345.91,0,0,539.47,0,170.3,22.17,0,79.12,0,5.96,5.32,0,0,0,0,0
 14-21,0,0,0,10.2,1000.64,16.48,0,11.47,8.56,0,8.04,22.58,15.96,2.61,0,36.78,0,0,0,0,84.85,6.04,0,87.2,228.51,174.63,1.55,3.28,14.35,0,726.65,2.49,87.24,0,1.74,81.45,153.3,0,0,3.4,0,0
 24-34,0,0,0.6,11.64,297.69,3,0,38.87,51.47,10.38,7.77,2.51,0.76,3.38,7.31,47.76,0.7,11.52,5.19,3.78,199.54,69.82,0,160.5,287.78,60.31,2.19,7.53,0,0,827.47,0,0,7.73,1.95,22.48,72,0,0,46.12,0,0.77
 36-46,0,0,0,1.46,143.53,0.81,0,24.35,32.74,28.48,25.03,2.81,0,4.19,11.84,26.09,0,3.45,0,0.61,229.29,72.33,5.75,88.87,192.68,24.86,4.85,6.28,0,0,821.91,0,9.82,8.79,0,0,29.63,0,0,26.63,0,9.86
 48-58,0,0,0,0.51,98.53,0,0,38.41,40.4,21.08,17.44,1.16,0,3.61,7.67,15.92,0,4.99,0,0,288,63.37,14.89,42.04,142.59,16.26,3.42,8.23,0,0,437.98,0,0,0,0,0,20.28,0,1.49,9.9,0,0
 60-70,0,0,0,0,102.18,0,0,18.22,12.84,23.28,9.49,8.67,0,1.47,9.64,23.68,0,6.55,1.2,0,352.49,44.37,4.52,45.47,85.54,20.28,3.62,1.66,0,1.08,319.6,0,0,0.68,0,0,16.58,2.05,2.09,12.41,2.15,0
 72-82,0,0,1.12,0,60.12,1.23,1.16,45.41,13.65,14.2,11.93,47.73,0.99,2.17,14.14,18.13,0,8.85,0,3.31,400.04,94.69,13.74,22.65,88.98,6.67,2.19,10.35,0,0,164.81,0,0,0,0,0,11.23,4.47,2.73,13.71,3.73,3.07
 84-94,0,0,3.12,1.04,115.44,0,2.13,32.67,31.84,23.16,14.1,113.5,0,5.69,25.54,16.99,0.62,6.66,2.61,0,361.61,85.17,5.67,20.47,111.06,11.19,1.66,13.27,0,0,562.89,0,0,2.34,0.55,0,6.98,2.67,6.45,27.98,8.43,8.67
 96-106,0,0,1.43,0,148.75,13.42,0.62,24.75,22.43,11.34,16.87,150.98,1.06,3.91,22.91,21.57,8.22,8.59,0.62,2.18,269.36,83.82,12.77,7.38,90.1,6.47,8.43,12.54,0,0,536.36,0,0,0,0,0,3.86,10.12,8.6,18.16,5.15,16.07
108-118,0,0,2.48,0.49,117.64,9.65,4.26,23.34,29.32,8.57,31.17,150.31,0,0,27.45,32.82,0.59,7.97,5.86,0,274.16,75.61,8.22,22.29,74.78,4.9,2.61,5.91,0,3.46,419.49,0,0,0.94,0.44,0,1.31,16.35,5.71,22.43,8.44,2.68
120,0,0,1.37,0,119.35,0,0,48.59,20.67,8.69,29.69,50.07,0,18.95,33.39,8.07,0,1.04,0,1.61,173.1,53.51,1.45,9.85,107.26,13.47,2.2,10.92,0,5.9,222.99,0,0,0,0,0,0,11.75,0,11.01,6.55,0
