stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,28.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,66.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,10.17,0,0,0,0,0,8.48,0,0,0,0,0,0,0,0,0,0,0,306.19,15.03,0,0,168.11,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.62,0,67.83,0,0,3.61,0,0,0,0,0,17.13,0,0,0,0,0,0,0,0,0,0,0,286.06,21.14,0,0,257.09,0,0,0,9.7,0,0,8.81,0,0,0,0,0
 14-21,2.66,15.09,6.18,228.67,3351.39,979.57,190.51,0,0.85,0,218.24,120.96,11.52,18.2,0,90.08,2.61,1.96,15.52,166.4,514.12,6.84,0,615.05,2289.28,695.41,4.91,121.94,545.51,0,233.01,1803.65,94.54,51.52,3742.44,4468.74,0,0,40.89,0,115.75
 24-34,0,0.83,9.9,124.36,1175.8,434.27,189.82,0,76.04,9.24,534.17,85.81,0,68.11,0.73,19.3,33.09,17.92,81.83,358.02,918.86,19.27,3.02,494.02,1166.6,221.36,7.42,34.38,0,0,25.49,4.91,4.98,8.1,585.33,2426.97,0,0,206.96,0,420.37
 36-46,10.06,0,1.48,13.33,145.04,17.09,25.04,0,34.59,38.08,184.98,56.93,0,25.53,0.61,0,28.82,0,36.59,93.64,467.11,1.26,20.26,152.54,326.48,157.45,1.86,1.24,0,0.97,12.17,14.07,0.67,0.7,0.83,897.03,0,2.5,63.4,0,90.69
 48-58,3.45,0,0,2.12,18.16,0,28.45,0,8.35,13.81,33.58,151.5,0,39.89,0,0,15.26,0,22.4,29.63,222.6,0,19.01,26.64,104.32,58.28,0,0,0,2.08,3.46,0,0,0,0,176.79,0,0,13.63,1.28,67.93
 60-70,0,0,1.73,0,0.57,1.93,17.37,0,8.5,1.23,1.64,50.2,1.71,7.04,0,0,16.97,0,10.03,5.25,49.9,0,6.4,7.87,36.3,26.13,0,0.85,0,5.31,0,0,0,0,0,25.63,0,2.07,2.96,0,15.03
 72-82,0,0,1.76,0,0,0,19.58,0,0,13.5,5.31,34.22,0,4.08,0,0,0.71,1.55,0,1.53,37.18,0,2.53,1.57,38.8,13.27,0,1.63,0,0,0,0,0,0,0,11.81,0,0.87,16.24,0,19.99
 84-94,0,0,0,0,0,1.79,23.24,0,1.74,4.19,1.16,14.94,0,4.19,0,0,3.13,0,0,0.73,29.52,0,0,0,18.68,21.86,0,0.76,0,0,0,0,0,0,0,0,0.72,1.77,5.74,0,6.36
 96-106,0,0,3.65,0,2.09,0,8.16,0,0,4.67,9.75,7.16,0,1.03,0,1.44,2.82,0,0,0,16.43,0,0,1.8,15.76,1.16,0,0,0,0,2.99,0,0,0,0,9.16,0,2.35,5.01,1.51,5.35
108-118,0,0,4.77,0,11.38,0,9.25,0,0.75,0.46,4,1.69,0,3.5,0.52,1.24,8.36,0,0,0,15.2,0,0,1.4,13.54,2.15,0,0,0,0,0,0,0,0,0,0.42,0,0,1.28,0,9.69
120,0,0,2.52,0,2.86,0,0,18.62,0,4.18,28.42,3.14,0,0,0,0,0,0,0,0,4.87,0,0,0,31.14,1.32,0,0,0,19.53,0,0,0,0,0,0,12.35,0,5.5,0,0
