stage,endoderm,erythrocytes,immune,muscle,neural,paraxial_mesoderm,somites,spinal_cord
  7-9,0,0,0,0,10.02,0,0,0
 10-12,5.32,0,0,0,0,5.07,4.93,0
 14-21,0,0,0,0,0,0,0,0.95
 24-34,0,0,11.32,0,0,0,0,0
 48-58,0,0,4.97,0,0,0,0,0
 60-70,0,0,2.34,0,0,0,0,0
 72-82,0,1.32,1.49,0.7,0,0,0,0
 84-94,0,0,4.62,0,0,0,0,0
 96-106,0,0,5.58,0,0,0,0,0
108-118,0,3.2,3.42,0,0,0,0,0
120,0,0,20.17,0,0,0,0,0
