stage,axial,blastomeres,epidermis,eye,mesenchyme,muscle,neural,paraxial.mesoderm
  3-4,0,52.91,0,0,0,0,0,0
  5-6,0,56.25,0,0,0,0,9.46,0
  7-9,3.97,0,0,0,0,0,9.86,0
 10-12,0,0,0,4.3,0,0,4.27,5.61
 14-21,0,0,0,0,0,0,0.81,0
 24-34,0,0,1.22,0,0,0.8,0,0
 48-58,0,0,0,0.4,1.32,0,0,0
