stage,immune,lateral.line,liver,mesenchyme,neural,olfactory,paraxial.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,4.13,0,0,0,0
 10-12,0,0,0,0,34.42,0,6.08,0,0
 24-34,0.69,0.61,0,0.69,3.13,0.68,0,0.85,1.58
 36-46,2.57,0,0,0,0,0,0,1.1,0
 48-58,0.56,0,0,0.96,0,0,0,0,0
 72-82,3.53,0,0,1.25,0,0,0,0,0
 84-94,0.56,0,0,0,0,0,0,0,0
 96-106,10.67,0,0,0,0,0,0,0,0
108-118,4.09,0,1.26,0,0,0,0,0,0
120,6.57,0,0,0,0,0,0,0,0
